Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
V. Fischer,66,0,1,0,0,0,1
A. Maxim,66,0,0,0,1,1,0
G. Donati,81,1,0,0,0,0,1
Y. Muto,90,0,1,0,0,0,1
R. Adler,90,0,0,1,0,0,1
D. Latza,90,0,0,0,1,0,1
A. Diallo,90,1,0,0,0,1,0
F. Frei,90,0,0,0,1,0,1
P. De Blasis,90,0,1,0,0,0,1
D. Brosinski,90,1,0,0,0,0,1
S. Bell,90,1,0,0,0,0,1
R. Quaison,24,0,0,0,1,0,1
L. \u00d6ztunali,24,0,0,0,1,0,1
K. Kodro,9,0,1,0,0,0,1
