Source,Target,Weight
A. Westwood,S. Ward,4
M. Lowton,A. Westwood,3
J. Tarkowski,M. Lowton,3
J. Tarkowski,J. Cork,2
C. Wood,S. Ward,2
G. N'Koudou,A. Westwood,2
N. Pope,A. Barnes,2
S. Ward,A. Westwood,2
A. Barnes,C. Wood,2
N. Pope,G. N'Koudou,2
A. Westwood,M. Lowton,2
A. Westwood,A. Barnes,2
A. Barnes,S. Ward,2
C. Wood,A. Westwood,2
K. Long,S. Ward,2
J. Tarkowski,N. Pope,2
A. Westwood,J. Tarkowski,2
J. Tarkowski,A. Westwood,2
S. Ward,C. Wood,2
M. Lowton,J. Tarkowski,2
M. Lowton,K. Long,2
A. Barnes,A. Westwood,2
A. Westwood,N. Pope,1
A. Westwood,K. Long,1
J. Cork,G. N'Koudou,1
G. N'Koudou,A. Barnes,1
J. Cork,J. Tarkowski,1
A. Westwood,A. Lennon,1
J. Tarkowski,A. Barnes,1
A. Barnes,G. N'Koudou,1
K. Long,A. Lennon,1
A. Lennon,A. Barnes,1
S. Ward,K. Long,1
J. Cork,A. Westwood,1
A. Westwood,G. N'Koudou,1
M. Lowton,N. Pope,1
S. Ward,N. Pope,1
A. Barnes,J. Tarkowski,1
N. Pope,M. Lowton,1
G. N'Koudou,J. Tarkowski,1
J. Cork,C. Wood,1
C. Wood,K. Long,1
S. Ward,J. Cork,1
S. Ward,M. Lowton,1
J. Cork,S. Ward,1
S. Ward,G. N'Koudou,1
C. Wood,J. Cork,1
G. N'Koudou,J. Cork,1
M. Lowton,C. Wood,1
N. Pope,J. Tarkowski,1
A. Lennon,A. Westwood,1
G. N'Koudou,M. Lowton,1
J. Tarkowski,K. Long,1
S. Ward,J. Tarkowski,1
K. Long,J. Tarkowski,1
K. Long,N. Pope,1
S. Ward,A. Barnes,1
A. Barnes,M. Lowton,1
M. Lowton,A. Barnes,1
K. Long,M. Lowton,1
