Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
F. Diabat\u00e9,72,0,1,0,0,1,0
D. Simpson,82,1,0,0,0,0,1
K. Iheanacho,88,0,1,0,0,1,0
H. Maguire,90,1,0,0,0,0,1
E. Jakupovic,90,0,0,1,0,0,1
H. Choudhury,90,0,0,0,1,0,1
W. Morgan,90,1,0,0,0,0,1
C. Fuchs,90,1,0,0,0,1,0
Adrien Silva,90,0,0,0,1,0,1
J. Vardy,90,0,1,0,0,0,1
R. Mahrez,90,0,0,0,1,1,0
D. Gray,18,0,0,0,1,0,1
A. Dragovi\u0107,8,1,0,0,0,0,1
H. Barnes,2,0,0,0,1,0,1
