Source,Target,Weight
O. Seln\u00e6s,A. Diouss\u00e9,2
Gabriel Silva,O. Seln\u00e6s,2
L. Perrin,Gabriel Silva,2
R. Hamouma,S. Janko,1
A. Diouss\u00e9,N. Suboti\u0107,1
R. Beri\u010d,N. Suboti\u0107,1
R. Cabella,O. Seln\u00e6s,1
J. Bamba,R. Cabella,1
R. Cabella,J. Bamba,1
R. Cabella,A. Diouss\u00e9,1
S. Janko,R. Beri\u010d,1
N. Suboti\u0107,Y. M'Vila,1
A. Diouss\u00e9,R. Hamouma,1
A. Diouss\u00e9,Gabriel Silva,1
N. Suboti\u0107,A. Diouss\u00e9,1
N. Suboti\u0107,L. Perrin,1
S. Janko,R. Hamouma,1
Gabriel Silva,J. Bamba,1
Y. M'Vila,A. Diouss\u00e9,1
A. Diouss\u00e9,S. Janko,1
L. Perrin,J. Bamba,1
S. Janko,N. Suboti\u0107,1
R. Hamouma,N. Suboti\u0107,1
O. Seln\u00e6s,R. Beri\u010d,1
A. Diouss\u00e9,L. Perrin,1
N. Suboti\u0107,R. Beri\u010d,1
R. Beri\u010d,S. Janko,1
R. Beri\u010d,L. Perrin,1
J. Bamba,O. Seln\u00e6s,1
O. Seln\u00e6s,R. Cabella,1
