Source,Target,Weight
R. Rosales,D. Rol\u00e1n,7
Y. En-Nesyri,F. Ricca,5
Chory Castro,F. Ricca,5
Roberto,Y. En-Nesyri,5
F. Ricca,M. Lacen,4
F. Ricca,Bueno,4
D. Rol\u00e1n,R. Rosales,4
Y. En-Nesyri,M. Iturra,4
Bueno,R. Rosales,4
M. Iturra,Chory Castro,3
M. Iturra,Y. En-Nesyri,3
Miquel,Bueno,3
M. Lacen,Chory Castro,3
Bueno,M. Lacen,3
F. Ricca,Roberto,3
D. Rol\u00e1n,Y. En-Nesyri,3
Chory Castro,Bueno,3
R. Rosales,M. Iturra,3
Y. En-Nesyri,Chory Castro,3
M. Lacen,F. Ricca,3
Bueno,Y. En-Nesyri,2
M. Lacen,Bueno,2
Chory Castro,Luis Hern\u00e1ndez,2
D. Rol\u00e1n,Roberto,2
Bueno,D. Rol\u00e1n,2
F. Ricca,Miquel,2
R. Rosales,Miquel,2
D. Rol\u00e1n,Bueno,2
R. Rosales,F. Ricca,2
Bueno,F. Ricca,2
Y. En-Nesyri,D. Rol\u00e1n,2
Miquel,Roberto,2
Roberto,R. Rosales,2
R. Rosales,Roberto,2
Chory Castro,Y. En-Nesyri,2
Miquel,Chory Castro,2
F. Ricca,R. Rosales,2
F. Ricca,Y. En-Nesyri,2
M. Iturra,Miquel,1
Roberto,M. Iturra,1
Luis Hern\u00e1ndez,Y. En-Nesyri,1
Y. En-Nesyri,Miquel,1
D. Rol\u00e1n,Luis Hern\u00e1ndez,1
F. Ricca,Chory Castro,1
Miquel,Luis Hern\u00e1ndez,1
Luis Hern\u00e1ndez,M. Lacen,1
M. Lacen,M. Iturra,1
Luis Hern\u00e1ndez,F. Ricca,1
M. Iturra,M. Lacen,1
Luis Hern\u00e1ndez,M. Iturra,1
Bueno,M. Iturra,1
R. Rosales,Chory Castro,1
Luis Hern\u00e1ndez,R. Rosales,1
Roberto,Bueno,1
M. Iturra,R. Rosales,1
Roberto,D. Rol\u00e1n,1
Luis Hern\u00e1ndez,Roberto,1
Luis Hern\u00e1ndez,Miquel,1
Chory Castro,R. Rosales,1
Y. En-Nesyri,Luis Hern\u00e1ndez,1
M. Iturra,Luis Hern\u00e1ndez,1
F. Ricca,D. Rol\u00e1n,1
Bueno,Luis Hern\u00e1ndez,1
Chory Castro,M. Lacen,1
Roberto,F. Ricca,1
Y. En-Nesyri,Roberto,1
D. Rol\u00e1n,Chory Castro,1
M. Lacen,Miquel,1
Miquel,D. Rol\u00e1n,1
M. Iturra,Bueno,1
Bueno,Miquel,1
Y. En-Nesyri,R. Rosales,1
