Source,Target,Weight
S. Prci\u0107,B. Bourigeaud,2
B. Bourigeaud,I. Sarr,1
B. Bourigeaud,H. Traor\u00e9,1
B. Bourigeaud,W. Khazri,1
W. Khazri,I. Sarr,1
H. Traor\u00e9,B. Bourigeaud,1
J. Gnagnon,G. Nyamsi,1
L. Baal,T. Koubek,1
I. Sarr,H. Traor\u00e9,1
H. Traor\u00e9,S. Prci\u0107,1
T. Koubek,B. Andr\u00e9,1
W. Khazri,S. Prci\u0107,1
B. Bourigeaud,B. Andr\u00e9,1
L. Baal,J. Gnagnon,1
B. Andr\u00e9,S. Prci\u0107,1
J. Gnagnon,L. Baal,1
B. Andr\u00e9,B. Bourigeaud,1
G. Nyamsi,B. Bourigeaud,1
S. Prci\u0107,W. Khazri,1
B. Bourigeaud,L. Baal,1
