Source,Target,Weight
Joaqu\u00edn,Barrag\u00e1n,4
Barrag\u00e1n,Joaqu\u00edn,4
A. Mandi,Barrag\u00e1n,2
Sergio Le\u00f3n,A. To\u0219ca,1
Barrag\u00e1n,A. Mandi,1
A. To\u0219ca,Sergio Le\u00f3n,1
Javi Garc\u00eda,Jordi Amat,1
A. To\u0219ca,V\u00edctor Camarasa,1
Javi Garc\u00eda,Barrag\u00e1n,1
Ad\u00e1n,A. Guardado,1
A. To\u0219ca,Ad\u00e1n,1
Barrag\u00e1n,A. Guardado,1
A. To\u0219ca,Javi Garc\u00eda,1
Barrag\u00e1n,Jordi Amat,1
Jordi Amat,Cristian Tello,1
Javi Garc\u00eda,A. Mandi,1
V\u00edctor Camarasa,A. To\u0219ca,1
Barrag\u00e1n,Javi Garc\u00eda,1
A. Mandi,Jordi Amat,1
V\u00edctor Camarasa,Jordi Amat,1
Cristian Tello,Javi Garc\u00eda,1
A. Guardado,A. Mandi,1
A. Guardado,Barrag\u00e1n,1
Jordi Amat,V\u00edctor Camarasa,1
Jordi Amat,Javi Garc\u00eda,1
Jordi Amat,A. To\u0219ca,1
