Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
A. Lacazette,72,0,1,0,0,0,1
J. Wilshere,72,0,0,0,1,1,0
C. Chambers,77,1,0,0,0,0,1
P. Aubameyang,90,0,1,0,0,0,1
S. Kola\u0161inac,90,1,0,0,0,1,0
K. Mavropanos,90,1,0,0,0,0,1
H. Mkhitaryan,90,0,0,0,1,0,1
Beller\u00edn,90,1,0,0,0,0,1
P. \u010cech,90,0,0,1,0,1,0
A. Iwobi,90,0,0,0,1,0,1
G. Xhaka,90,0,0,0,1,1,0
D. Welbeck,18,0,1,0,0,0,1
A. Ramsey,18,0,0,0,1,0,1
P. Mertesacker,13,1,0,0,0,0,1
