Source,Target,Weight
F. Cacciatore,V. Birsa,6
R. Inglese,V. Birsa,6
R. Meggiorini,F. Cacciatore,6
F. Cacciatore,N. Tomovi\u0107,5
P. Hetemaj,M. Gobbi,5
N. Tomovi\u0107,S. Sorrentino,5
M. Gobbi,P. Hetemaj,5
V. Birsa,S. Bastien,5
N. Tomovi\u0107,F. Cacciatore,4
S. Sorrentino,R. Meggiorini,4
V. Birsa,I. Radovanovi\u0107,4
N. Tomovi\u0107,B. Cesar,4
F. Cacciatore,I. Radovanovi\u0107,4
R. Meggiorini,R. Inglese,4
I. Radovanovi\u0107,B. Cesar,4
I. Radovanovi\u0107,L. Castro,4
P. Hetemaj,F. Cacciatore,4
L. Castro,I. Radovanovi\u0107,4
B. Cesar,M. Gobbi,3
R. Meggiorini,P. Hetemaj,3
R. Inglese,I. Radovanovi\u0107,3
V. Birsa,R. Meggiorini,3
V. Birsa,P. Hetemaj,3
I. Radovanovi\u0107,N. Tomovi\u0107,3
I. Radovanovi\u0107,F. Cacciatore,3
B. Cesar,N. Tomovi\u0107,3
I. Radovanovi\u0107,S. Bastien,3
S. Sorrentino,R. Inglese,3
F. Cacciatore,R. Meggiorini,3
B. Cesar,P. Hetemaj,3
P. Hetemaj,B. Cesar,3
I. Radovanovi\u0107,P. Hetemaj,3
M. Gobbi,R. Inglese,3
R. Inglese,R. Meggiorini,3
I. Radovanovi\u0107,R. Meggiorini,3
N. Tomovi\u0107,P. Hetemaj,3
S. Bastien,N. Tomovi\u0107,3
S. Bastien,F. Cacciatore,3
M. Gobbi,I. Radovanovi\u0107,3
P. Hetemaj,I. Radovanovi\u0107,3
S. Bastien,M. Gobbi,2
R. Inglese,P. Hetemaj,2
N. Tomovi\u0107,V. Birsa,2
B. Cesar,R. Meggiorini,2
P. Hetemaj,S. Sorrentino,2
R. Meggiorini,V. Birsa,2
V. Birsa,F. Cacciatore,2
R. Inglese,N. Tomovi\u0107,2
I. Radovanovi\u0107,V. Birsa,2
F. Cacciatore,R. Inglese,2
N. Tomovi\u0107,S. Bastien,2
R. Meggiorini,I. Radovanovi\u0107,2
S. Sorrentino,N. Tomovi\u0107,2
R. Meggiorini,B. Cesar,2
S. Bastien,S. Sorrentino,2
N. Tomovi\u0107,I. Radovanovi\u0107,2
S. Sorrentino,M. Gobbi,2
P. Hetemaj,N. Tomovi\u0107,2
V. Birsa,N. Tomovi\u0107,2
S. Bastien,V. Birsa,1
R. Meggiorini,M. Gobbi,1
B. Cesar,S. Bastien,1
M. Gobbi,B. Cesar,1
I. Radovanovi\u0107,S. Sorrentino,1
M. Gobbi,R. Meggiorini,1
B. Cesar,S. Sorrentino,1
F. Cacciatore,M. Gobbi,1
P. Hetemaj,V. Birsa,1
F. Cacciatore,L. Castro,1
R. Inglese,S. Bastien,1
I. Radovanovi\u0107,R. Inglese,1
N. Tomovi\u0107,M. Gobbi,1
R. Meggiorini,N. Tomovi\u0107,1
V. Birsa,R. Inglese,1
V. Birsa,L. Castro,1
B. Cesar,I. Radovanovi\u0107,1
M. Gobbi,N. Tomovi\u0107,1
P. Hetemaj,S. Bastien,1
B. Cesar,V. Birsa,1
P. Hetemaj,R. Meggiorini,1
P. Hetemaj,R. Inglese,1
F. Cacciatore,P. Hetemaj,1
V. Birsa,M. Gobbi,1
F. Cacciatore,B. Cesar,1
L. Castro,F. Cacciatore,1
B. Cesar,R. Inglese,1
S. Bastien,I. Radovanovi\u0107,1
M. Gobbi,V. Birsa,1
L. Castro,P. Hetemaj,1
M. Gobbi,F. Cacciatore,1
S. Bastien,R. Meggiorini,1
N. Tomovi\u0107,R. Inglese,1
S. Sorrentino,F. Cacciatore,1
F. Cacciatore,S. Sorrentino,1
