Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_both,Foot_left,Foot_right
Jes\u00e9 Rodr\u00edguez,62,0,1,0,0,0,0,1
J. Allen,84,0,0,0,1,0,0,1
M. Diouf,90,0,1,0,0,0,0,1
X. Shaqiri,90,0,0,0,1,0,1,0
D. Fletcher,90,0,0,0,1,0,0,1
E. Choupo-Moting,90,0,1,0,0,1,0,0
J. Butland,90,0,0,1,0,0,0,1
E. Pieters,90,1,0,0,0,0,1,0
K. Zouma,90,1,0,0,0,0,0,1
K. Wimmer,90,1,0,0,0,0,1,0
B. Martins Indi,90,1,0,0,0,0,1,0
Ramadan Sobhi,28,0,0,0,1,0,0,1
P. Crouch,6,0,1,0,0,0,0,1
