Source,Target,Weight
J. Firpo,Loren Mor\u00f3n,3
J. Firpo,Jordi Amat,3
J. Firpo,Joaqu\u00edn,3
Jordi Amat,Bartra,2
A. Mandi,Fabi\u00e1n,2
Bartra,J. Firpo,2
R. Boudebouz,Francis Guerrero,2
Bartra,A. Guardado,2
A. Mandi,Bartra,1
Loren Mor\u00f3n,J. Firpo,1
Francis Guerrero,Bartra,1
Jordi Amat,R. Boudebouz,1
A. Guardado,Jordi Amat,1
Jordi Amat,J. Firpo,1
Jordi Amat,Ad\u00e1n,1
Ad\u00e1n,A. Mandi,1
A. Guardado,Bartra,1
Francis Guerrero,J. Firpo,1
Bartra,A. Mandi,1
Loren Mor\u00f3n,A. Mandi,1
Joaqu\u00edn,J. Firpo,1
Loren Mor\u00f3n,Jordi Amat,1
Fabi\u00e1n,J. Firpo,1
Francis Guerrero,R. Boudebouz,1
Fabi\u00e1n,Francis Guerrero,1
A. Guardado,J. Firpo,1
Francis Guerrero,Fabi\u00e1n,1
Fabi\u00e1n,A. Mandi,1
Joaqu\u00edn,A. Guardado,1
A. Mandi,J. Firpo,1
