Source,Target,Weight
M. Kami\u0144ski,D. Burnic,5
H. Badstuber,M. Kami\u0144ski,5
M. Kami\u0144ski,B. \u00d6zcan,4
C. Gentner,M. Kami\u0144ski,3
T. Baumgartl,H. Badstuber,2
D. Ginczek,M. Kami\u0144ski,2
S. Ascac\u00edbar,M. Kami\u0144ski,2
S. Ascac\u00edbar,D. Aogo,2
D. Burnic,M. Kami\u0144ski,2
B. Pavard,T. Baumgartl,2
T. Baumgartl,B. Pavard,2
M. Kami\u0144ski,S. Ascac\u00edbar,2
B. \u00d6zcan,T. Baumgartl,2
D. Burnic,H. Badstuber,2
D. Burnic,D. Ginczek,2
H. Badstuber,D. Burnic,2
T. Baumgartl,S. Ascac\u00edbar,2
B. \u00d6zcan,D. Burnic,1
R. Zieler,C. Gentner,1
D. Burnic,S. Ascac\u00edbar,1
R. Zieler,T. Baumgartl,1
C. Gentner,D. Burnic,1
D. Aogo,B. Pavard,1
D. Ginczek,C. Gentner,1
R. Zieler,H. Badstuber,1
D. Burnic,R. Zieler,1
B. \u00d6zcan,C. Gentner,1
D. Aogo,S. Ascac\u00edbar,1
M. Kami\u0144ski,D. Aogo,1
C. Gentner,S. Ascac\u00edbar,1
S. Ascac\u00edbar,D. Burnic,1
D. Burnic,C. Gentner,1
T. Baumgartl,R. Zieler,1
M. Kami\u0144ski,C. Gentner,1
D. Burnic,T. Baumgartl,1
D. Aogo,B. \u00d6zcan,1
D. Aogo,D. Burnic,1
B. Pavard,R. Zieler,1
S. Ascac\u00edbar,B. Pavard,1
M. Kami\u0144ski,D. Ginczek,1
B. \u00d6zcan,M. Kami\u0144ski,1
T. Baumgartl,D. Ginczek,1
C. Gentner,T. Baumgartl,1
B. Pavard,C. Gentner,1
H. Badstuber,T. Baumgartl,1
D. Burnic,B. Pavard,1
B. Pavard,H. Badstuber,1
S. Ascac\u00edbar,H. Badstuber,1
M. Kami\u0144ski,H. Badstuber,1
