Source,Target,Weight
D. Su\u00e1rez,Jorge Molina,5
Jorge Molina,D. Su\u00e1rez,5
Antunes,L. Cabrera,5
M. Arambarri,Jorge Molina,4
\u00c1ngel,Djen\u00e9,4
\u00c1ngel,Antunes,4
Portillo,M. Arambarri,4
A. Ndiaye,Antunes,4
Jorge Molina,Portillo,4
L. Cabrera,Antunes,4
Antunes,F. Fajr,3
A. Ndiaye,F. Fajr,3
M. Arambarri,D. Su\u00e1rez,3
F. Fajr,Antunes,3
Antunes,A. Ndiaye,3
Jorge Molina,F. Fajr,3
D. Su\u00e1rez,M. Arambarri,3
M. Arambarri,Djen\u00e9,3
Antunes,\u00c1ngel,3
A. Ndiaye,M. Arambarri,3
A. Ndiaye,Djen\u00e9,2
Jorge Molina,A. Ndiaye,2
A. Ndiaye,\u00c1ngel,2
Djen\u00e9,Jorge Molina,2
Guaita,\u00c1ngel,2
M. Arambarri,L. Cabrera,2
M. Arambarri,A. Ndiaye,2
\u00c1ngel,M. Arambarri,2
Djen\u00e9,M. Arambarri,2
D. Su\u00e1rez,Portillo,2
L. Cabrera,\u00c1ngel,2
F. Fajr,L. Cabrera,2
\u00c1ngel,D. Su\u00e1rez,2
Portillo,D. Su\u00e1rez,2
Guaita,Jorge Molina,2
F. Fajr,A. Ndiaye,2
F. Fajr,Portillo,2
Portillo,Jorge Molina,2
L. Cabrera,A. Ndiaye,2
L. Cabrera,Portillo,1
Djen\u00e9,Guaita,1
Portillo,A. Ndiaye,1
F. Fajr,M. Arambarri,1
L. Cabrera,M. Arambarri,1
F. Fajr,Guaita,1
D. Su\u00e1rez,Guaita,1
Antunes,Jorge Molina,1
Djen\u00e9,Portillo,1
D. Su\u00e1rez,A. Ndiaye,1
Djen\u00e9,L. Cabrera,1
A. Ndiaye,Guaita,1
Antunes,Portillo,1
Guaita,A. Ndiaye,1
Djen\u00e9,\u00c1ngel,1
M. Arambarri,\u00c1ngel,1
Djen\u00e9,Antunes,1
Antunes,Guaita,1
L. Cabrera,F. Fajr,1
Djen\u00e9,A. Ndiaye,1
Jorge Molina,Antunes,1
Portillo,Djen\u00e9,1
Antunes,M. Arambarri,1
Jorge Molina,\u00c1ngel,1
M. Arambarri,Guaita,1
Djen\u00e9,D. Su\u00e1rez,1
D. Su\u00e1rez,\u00c1ngel,1
Portillo,F. Fajr,1
\u00c1ngel,L. Cabrera,1
\u00c1ngel,Portillo,1
Portillo,\u00c1ngel,1
Guaita,Djen\u00e9,1
M. Arambarri,Antunes,1
