Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_right,Foot_left
V. Grifo,46,0,0,0,1,1,0
D. Zakaria,63,0,0,0,1,1,0
J. Hofmann,76,0,0,0,1,1,0
T. Sippel,90,0,0,1,0,1,0
T. Hazard,90,0,1,0,0,1,0
M. Ginter,90,1,0,0,0,1,0
L. Stindl,90,0,1,0,0,1,0
J. Vestergaard,90,1,0,0,0,1,0
C. Kramer,90,0,0,0,1,1,0
N. Elvedi,90,1,0,0,0,1,0
T. Jantschke,90,1,0,0,0,1,0
Raffael,44,0,1,0,0,1,0
J. Drmic,27,0,1,0,0,1,0
R. Bobadilla,14,0,1,0,0,1,0
