Source,Target,Weight
M. \u00d6zil,A. Lacazette,1
Nacho Monreal,P. \u010cech,1
P. Mertesacker,Nacho Monreal,1
G. Xhaka,P. Mertesacker,1
P. Mertesacker,S. Kola\u0161inac,1
A. S\u00e1nchez,A. Ramsey,1
A. Lacazette,G. Xhaka,1
P. \u010cech,A. Ramsey,1
A. Ramsey,S. Kola\u0161inac,1
Nacho Monreal,S. Kola\u0161inac,1
A. Ramsey,M. \u00d6zil,1
S. Kola\u0161inac,A. S\u00e1nchez,1
Beller\u00edn,P. Mertesacker,1
G. Xhaka,Beller\u00edn,1
A. S\u00e1nchez,A. Lacazette,1
S. Kola\u0161inac,Nacho Monreal,1
A. Lacazette,A. S\u00e1nchez,1
