Source,Target,Weight
Daniel Carvajal,R. Varane,3
R. Varane,Sergio Ramos,2
Casemiro,M. Kova\u010di\u0107,2
Casemiro,Sergio Ramos,2
R. Varane,Casemiro,2
Sergio Ramos,Isco,2
M. Kova\u010di\u0107,Casemiro,2
Sergio Ramos,M. Kova\u010di\u0107,2
T. Hern\u00e1ndez,Sergio Ramos,2
R. Varane,Daniel Carvajal,2
M. Kova\u010di\u0107,T. Hern\u00e1ndez,1
Lucas V\u00e1zquez,R. Varane,1
Daniel Carvajal,Casemiro,1
Marco Asensio,Lucas V\u00e1zquez,1
R. Varane,Marco Asensio,1
Isco,Marco Asensio,1
Daniel Carvajal,M. Kova\u010di\u0107,1
M. Kova\u010di\u0107,R. Varane,1
Casemiro,Daniel Carvajal,1
Marco Asensio,Sergio Ramos,1
Daniel Carvajal,Lucas V\u00e1zquez,1
Sergio Ramos,T. Hern\u00e1ndez,1
Sergio Ramos,Marco Asensio,1
M. Kova\u010di\u0107,Sergio Ramos,1
Sergio Ramos,Casemiro,1
M. Kova\u010di\u0107,Daniel Carvajal,1
Isco,R. Varane,1
Isco,M. Kova\u010di\u0107,1
Lucas V\u00e1zquez,Daniel Carvajal,1
Casemiro,R. Varane,1
Marco Asensio,Isco,1
