Source,Target,Weight
Jorge Mer\u00e9,F. S\u00f8rensen,6
M. H\u00f6ger,F. S\u00f8rensen,5
F. S\u00f8rensen,M. Joji\u0107,5
S. \u00d6zcan,J. Hector,4
J. Hector,Y. \u014csako,4
M. H\u00f6ger,D. Heintz,4
J. Hector,C. Clemens,4
M. Joji\u0107,M. H\u00f6ger,4
F. S\u00f8rensen,T. Horn,4
S. Terodde,F. S\u00f8rensen,3
F. S\u00f8rensen,Jorge Mer\u00e9,3
C. Clemens,S. Terodde,3
C. Clemens,J. Hector,3
S. \u00d6zcan,M. H\u00f6ger,3
S. \u00d6zcan,C. Clemens,3
D. Heintz,Jorge Mer\u00e9,3
J. Hector,D. Heintz,3
Y. \u014csako,C. Clemens,3
J. Hector,S. \u00d6zcan,3
M. Joji\u0107,Y. \u014csako,3
D. Heintz,J. Hector,3
Jorge Mer\u00e9,J. Hector,2
M. Joji\u0107,Jorge Mer\u00e9,2
C. Clemens,Y. \u014csako,2
Y. \u014csako,S. Terodde,2
D. Heintz,M. H\u00f6ger,2
T. Horn,S. \u00d6zcan,2
J. Hector,M. Joji\u0107,2
S. Terodde,J. Hector,2
S. \u00d6zcan,D. Heintz,2
C. Clemens,F. S\u00f8rensen,2
M. H\u00f6ger,J. Hector,2
F. S\u00f8rensen,D. Heintz,2
D. Heintz,F. S\u00f8rensen,2
S. \u00d6zcan,Jorge Mer\u00e9,2
C. Clemens,M. H\u00f6ger,2
Jorge Mer\u00e9,S. \u00d6zcan,2
M. H\u00f6ger,M. Joji\u0107,2
F. S\u00f8rensen,M. H\u00f6ger,2
M. Joji\u0107,S. \u00d6zcan,2
Y. \u014csako,J. Hector,2
Jorge Mer\u00e9,T. Horn,2
T. Horn,S. Terodde,2
D. Heintz,C. Clemens,1
M. Joji\u0107,J. Hector,1
J. Hector,F. S\u00f8rensen,1
Jorge Mer\u00e9,C. Clemens,1
T. Horn,D. Heintz,1
J. Hector,M. H\u00f6ger,1
T. Horn,J. Hector,1
Y. \u014csako,M. Joji\u0107,1
S. Terodde,Jorge Mer\u00e9,1
S. Terodde,M. H\u00f6ger,1
S. Terodde,C. Clemens,1
S. Terodde,S. \u00d6zcan,1
M. Joji\u0107,D. Heintz,1
Jorge Mer\u00e9,S. Terodde,1
F. S\u00f8rensen,C. Clemens,1
Y. \u014csako,S. \u00d6zcan,1
J. Hector,T. Horn,1
S. \u00d6zcan,F. S\u00f8rensen,1
Y. \u014csako,F. S\u00f8rensen,1
S. Terodde,Y. \u014csako,1
F. S\u00f8rensen,S. Terodde,1
Jorge Mer\u00e9,M. H\u00f6ger,1
M. H\u00f6ger,S. \u00d6zcan,1
F. S\u00f8rensen,Y. \u014csako,1
D. Heintz,S. \u00d6zcan,1
Y. \u014csako,Jorge Mer\u00e9,1
C. Clemens,D. Heintz,1
M. H\u00f6ger,C. Clemens,1
M. Joji\u0107,S. Terodde,1
D. Heintz,T. Horn,1
D. Heintz,M. Joji\u0107,1
T. Horn,Jorge Mer\u00e9,1
F. S\u00f8rensen,J. Hector,1
J. Hector,S. Terodde,1
C. Clemens,M. Joji\u0107,1
T. Horn,M. Joji\u0107,1
J. Hector,Jorge Mer\u00e9,1
S. \u00d6zcan,M. Joji\u0107,1
M. H\u00f6ger,Jorge Mer\u00e9,1
F. S\u00f8rensen,S. \u00d6zcan,1
C. Clemens,S. \u00d6zcan,1
