Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_both,Foot_left,Foot_right
X. Shaqiri,57,0,0,0,1,0,1,0
E. Pieters,71,1,0,0,0,0,1,0
C. Adam,90,0,0,0,1,0,1,0
G. Cameron,90,1,0,0,0,0,0,1
T. Edwards,90,1,0,0,0,0,0,1
E. Choupo-Moting,90,0,1,0,0,1,0,0
J. Butland,90,0,0,1,0,0,0,1
P. Crouch,90,0,1,0,0,0,0,1
K. Zouma,90,1,0,0,0,0,0,1
J. Allen,90,0,0,0,1,0,0,1
K. Wimmer,90,1,0,0,0,0,1,0
M. Diouf,33,0,1,0,0,0,0,1
S. Berahino,19,0,1,0,0,0,0,1
