Source,Target,Weight
A. Sch\u00fcrrle,M. Reus,5
\u0141. Piszczek,A. Sch\u00fcrrle,4
C. Pulisic,\u0141. Piszczek,4
M. Schmelzer,\u0141. Piszczek,4
G. Castro,A. Sch\u00fcrrle,4
\u0141. Piszczek,M. Akanji,4
M. Akanji,G. Castro,3
M. Akanji,\u00d6. Toprak,3
M. Reus,M. Schmelzer,3
\u0141. Piszczek,C. Pulisic,3
M. Reus,\u0141. Piszczek,3
M. Philipp,M. Reus,3
\u00d6. Toprak,R. B\u00fcrki,3
M. Reus,M. Philipp,3
J. Weigl,\u00d6. Toprak,3
M. Schmelzer,C. Pulisic,3
\u0141. Piszczek,M. Schmelzer,3
A. Sch\u00fcrrle,M. Akanji,3
M. Reus,G. Castro,2
G. Castro,M. Reus,2
A. Sch\u00fcrrle,C. Pulisic,2
M. Schmelzer,M. Dahoud,2
M. Schmelzer,M. Philipp,2
M. Reus,A. Sch\u00fcrrle,2
G. Castro,M. Schmelzer,2
M. Philipp,A. Sch\u00fcrrle,2
M. Dahoud,\u0141. Piszczek,2
M. Dahoud,M. Schmelzer,2
A. Sch\u00fcrrle,M. Schmelzer,2
M. Schmelzer,G. Castro,2
M. Akanji,\u0141. Piszczek,2
\u00d6. Toprak,M. Reus,2
G. Castro,\u00d6. Toprak,2
G. Castro,\u0141. Piszczek,2
M. Schmelzer,\u00d6. Toprak,2
\u0141. Piszczek,J. Weigl,2
M. Dahoud,M. Philipp,2
M. Akanji,M. Schmelzer,2
M. Philipp,G. Castro,2
\u00d6. Toprak,M. Akanji,2
R. B\u00fcrki,M. Reus,2
\u00d6. Toprak,A. Sch\u00fcrrle,2
\u00d6. Toprak,G. Castro,1
C. Pulisic,M. Schmelzer,1
R. B\u00fcrki,G. Castro,1
M. Reus,\u00d6. Toprak,1
J. Weigl,M. Schmelzer,1
A. Sch\u00fcrrle,M. Philipp,1
M. Philipp,M. Dahoud,1
C. Pulisic,M. Philipp,1
M. Reus,M. Akanji,1
A. Sch\u00fcrrle,\u00d6. Toprak,1
M. Philipp,C. Pulisic,1
C. Pulisic,M. Akanji,1
G. Castro,M. Dahoud,1
R. B\u00fcrki,\u0141. Piszczek,1
\u0141. Piszczek,R. B\u00fcrki,1
M. Akanji,J. Weigl,1
M. Schmelzer,M. Reus,1
M. Dahoud,\u00d6. Toprak,1
M. Akanji,R. B\u00fcrki,1
\u00d6. Toprak,\u0141. Piszczek,1
\u0141. Piszczek,M. Dahoud,1
R. B\u00fcrki,M. Dahoud,1
J. Weigl,G. Castro,1
A. Sch\u00fcrrle,M. Dahoud,1
M. Reus,J. Weigl,1
\u0141. Piszczek,G. Castro,1
\u00d6. Toprak,M. Schmelzer,1
C. Pulisic,A. Sch\u00fcrrle,1
M. Schmelzer,J. Weigl,1
M. Schmelzer,M. Akanji,1
\u00d6. Toprak,M. Philipp,1
M. Philipp,M. Schmelzer,1
M. Akanji,M. Reus,1
