Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_both,Foot_left,Foot_right
E. Choupo-Moting,74,0,1,0,0,1,0,0
D. Fletcher,85,0,0,0,1,0,0,1
M. Diouf,90,0,1,0,0,0,0,1
X. Shaqiri,90,0,0,0,1,0,1,0
R. Shawcross,90,1,0,0,0,0,0,1
L. Grant,90,0,0,1,0,0,0,1
E. Pieters,90,1,0,0,0,0,1,0
P. Crouch,90,0,1,0,0,0,0,1
K. Zouma,90,1,0,0,0,0,0,1
J. Allen,90,0,0,0,1,0,0,1
B. Martins Indi,90,1,0,0,0,0,1,0
Jes\u00e9 Rodr\u00edguez,16,0,1,0,0,0,0,1
C. Adam,5,0,0,0,1,0,1,0
