Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
F. Di Santo,46,0,1,0,0,0,1
Y. Konoplyanka,87,0,0,0,1,0,1
B. Oczipka,90,1,0,0,0,1,0
B. Stambouli,90,0,0,0,1,0,1
G. Burgstaller,90,0,1,0,0,0,1
M. Meyer,90,0,0,0,1,0,1
W. McKennie,90,0,0,0,1,0,1
T. Kehrer,90,1,0,0,0,0,1
D. Caligiuri,90,0,0,0,1,0,1
R. F\u00e4hrmann,90,0,0,1,0,0,1
Naldo,90,1,0,0,0,0,1
B. Embolo,44,0,1,0,0,0,1
A. Sch\u00f6pf,3,0,0,0,1,0,1
M. Nastasi\u0107,1,1,0,0,0,1,0
