Source,Target,Weight
T. Ito,Douglas Santos,5
M. Steinmann,K. Papadopoulos,5
Douglas Santos,T. Ito,5
M. Steinmann,G. Sakai,5
G. Sakai,A. Hunt,5
F. Kosti\u0107,G. Jung,4
A. Hunt,Douglas Santos,4
M. Steinmann,A. Hunt,4
G. Jung,J. Pollersbeck,4
L. Holtby,G. Jung,3
Douglas Santos,B. Wood,3
A. Hunt,M. Steinmann,3
F. Kosti\u0107,B. Wood,3
G. Jung,B. Wood,3
A. Hunt,L. Holtby,3
L. Holtby,T. Ito,3
L. Holtby,M. Steinmann,3
J. Pollersbeck,M. Steinmann,3
K. Papadopoulos,G. Sakai,3
Douglas Santos,L. Holtby,3
T. Ito,A. Hunt,3
G. Jung,Douglas Santos,3
T. Ito,L. Holtby,3
A. Hunt,G. Jung,2
A. Hunt,G. Sakai,2
G. Sakai,J. Pollersbeck,2
Douglas Santos,M. Steinmann,2
B. Wood,G. Sakai,2
L. Holtby,F. Kosti\u0107,2
Douglas Santos,F. Kosti\u0107,2
B. Wood,M. Steinmann,2
F. Kosti\u0107,A. Hunt,2
J. Pollersbeck,G. Sakai,2
K. Papadopoulos,Douglas Santos,2
G. Sakai,F. Kosti\u0107,2
F. Kosti\u0107,G. Sakai,2
M. Steinmann,G. Jung,2
G. Sakai,T. Ito,2
G. Jung,M. Steinmann,2
K. Papadopoulos,J. Pollersbeck,2
J. Pollersbeck,G. Jung,2
M. Steinmann,L. Holtby,2
G. Jung,K. Papadopoulos,2
K. Papadopoulos,F. Kosti\u0107,2
G. Sakai,M. Steinmann,2
B. Wood,T. Ito,2
J. Pollersbeck,Douglas Santos,1
G. Sakai,K. Papadopoulos,1
J. Pollersbeck,B. Wood,1
A. Hunt,B. Wood,1
G. Sakai,L. Holtby,1
Douglas Santos,G. Jung,1
L. Holtby,J. Pollersbeck,1
B. Wood,J. Pollersbeck,1
A. Hunt,T. Ito,1
Douglas Santos,A. Hunt,1
L. Holtby,A. Hunt,1
B. Wood,F. Kosti\u0107,1
G. Sakai,Douglas Santos,1
K. Papadopoulos,M. Steinmann,1
K. Papadopoulos,A. Hunt,1
B. Wood,A. Hunt,1
B. Wood,Douglas Santos,1
A. Hunt,K. Papadopoulos,1
B. Wood,G. Jung,1
F. Kosti\u0107,M. Steinmann,1
T. Ito,F. Kosti\u0107,1
J. Pollersbeck,F. Kosti\u0107,1
T. Ito,K. Papadopoulos,1
L. Holtby,K. Papadopoulos,1
G. Jung,L. Holtby,1
M. Steinmann,T. Ito,1
F. Kosti\u0107,L. Holtby,1
A. Hunt,F. Kosti\u0107,1
M. Steinmann,F. Kosti\u0107,1
T. Ito,M. Steinmann,1
