Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_both,Foot_left,Foot_right
D. Fletcher,68,0,0,0,1,0,0,1
X. Shaqiri,80,0,0,0,1,0,1,0
G. Cameron,90,1,0,0,0,0,0,1
T. Edwards,90,1,0,0,0,0,0,1
E. Choupo-Moting,90,0,1,0,0,1,0,0
R. Shawcross,90,1,0,0,0,0,0,1
J. Butland,90,0,0,1,0,0,0,1
P. Crouch,90,0,1,0,0,0,0,1
K. Zouma,90,1,0,0,0,0,0,1
J. Allen,90,0,0,0,1,0,0,1
K. Wimmer,90,1,0,0,0,0,1,0
M. Diouf,22,0,1,0,0,0,0,1
Ramadan Sobhi,10,0,0,0,1,0,0,1
