Source,Target,Weight
V. Kompany,Y. Tour\u00e9,6
Y. Tour\u00e9,O. Zinchenko,5
A. Laporte,V. Kompany,5
O. Zinchenko,Y. Tour\u00e9,5
Y. Tour\u00e9,A. Laporte,5
O. Zinchenko,\u0130. G\u00fcndo\u011fan,4
A. Laporte,Y. Tour\u00e9,4
O. Zinchenko,L. San\u00e9,4
V. Kompany,O. Zinchenko,4
Y. Tour\u00e9,Gabriel Jesus,3
Y. Tour\u00e9,V. Kompany,3
O. Zinchenko,V. Kompany,3
L. San\u00e9,Y. Tour\u00e9,3
V. Kompany,Danilo,3
\u0130. G\u00fcndo\u011fan,O. Zinchenko,3
A. Laporte,\u0130. G\u00fcndo\u011fan,3
Danilo,A. Laporte,3
V. Kompany,Bernardo Silva,2
Fernandinho,V. Kompany,2
\u0130. G\u00fcndo\u011fan,Y. Tour\u00e9,2
L. San\u00e9,\u0130. G\u00fcndo\u011fan,2
Danilo,O. Zinchenko,2
\u0130. G\u00fcndo\u011fan,V. Kompany,2
V. Kompany,A. Laporte,2
L. San\u00e9,O. Zinchenko,2
O. Zinchenko,A. Laporte,2
Danilo,Bernardo Silva,2
Bernardo Silva,Danilo,2
Y. Tour\u00e9,Bernardo Silva,2
Y. Tour\u00e9,Danilo,2
\u0130. G\u00fcndo\u011fan,L. San\u00e9,2
Danilo,V. Kompany,2
L. San\u00e9,Fernandinho,2
V. Kompany,\u0130. G\u00fcndo\u011fan,2
Fernandinho,Y. Tour\u00e9,1
Gabriel Jesus,\u0130. G\u00fcndo\u011fan,1
A. Laporte,O. Zinchenko,1
Fernandinho,L. San\u00e9,1
Bernardo Silva,L. San\u00e9,1
Y. Tour\u00e9,L. San\u00e9,1
Gabriel Jesus,Fernandinho,1
Bernardo Silva,Fernandinho,1
C. Bravo,A. Laporte,1
\u0130. G\u00fcndo\u011fan,Fernandinho,1
Gabriel Jesus,Danilo,1
Gabriel Jesus,V. Kompany,1
\u0130. G\u00fcndo\u011fan,A. Laporte,1
A. Laporte,L. San\u00e9,1
Gabriel Jesus,O. Zinchenko,1
Bernardo Silva,V. Kompany,1
Fernandinho,A. Laporte,1
A. Laporte,Bernardo Silva,1
L. San\u00e9,Gabriel Jesus,1
Bernardo Silva,Gabriel Jesus,1
\u0130. G\u00fcndo\u011fan,Gabriel Jesus,1
A. Laporte,Danilo,1
Bernardo Silva,A. Laporte,1
O. Zinchenko,C. Bravo,1
Gabriel Jesus,Y. Tour\u00e9,1
Fernandinho,\u0130. G\u00fcndo\u011fan,1
Y. Tour\u00e9,Fernandinho,1
