Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
S. Salihovi\u0107,46,0,0,0,1,1,0
Walace,46,0,0,0,1,0,1
A. Hahn,82,0,1,0,0,0,1
G. Sakai,90,1,0,0,0,0,1
M. Mavraj,90,1,0,0,0,1,0
D. Diekmeier,90,1,0,0,0,0,1
B. Wood,90,0,1,0,0,0,1
C. Mathenia,90,0,0,1,0,0,1
K. Papadopoulos,90,1,0,0,0,0,1
G. Jung,90,1,0,0,0,0,1
L. Holtby,90,0,0,0,1,1,0
B. Jatta,44,0,0,0,1,0,1
L. Waldschmidt,44,0,1,0,0,1,0
T. Ito,8,0,0,0,1,0,1
