Source,Target,Weight
J. Henderson,J. Gomez,4
J. Gomez,Roberto Firmino,4
A. Oxlade-Chamberlain,J. Gomez,3
J. Gomez,D. Lovren,2
J. Milner,J. Gomez,2
J. Gomez,D. Solanke,2
J. Gomez,J. Henderson,2
R. Klavan,A. Robertson,2
D. Lovren,R. Klavan,2
S. Man\u00e9,J. Henderson,2
J. Henderson,R. Klavan,2
A. Robertson,D. Solanke,2
Roberto Firmino,J. Gomez,2
S. Man\u00e9,A. Oxlade-Chamberlain,1
A. Oxlade-Chamberlain,D. Solanke,1
J. Gomez,S. Mignolet,1
J. Gomez,J. Milner,1
D. Solanke,A. Oxlade-Chamberlain,1
R. Klavan,A. Oxlade-Chamberlain,1
J. Milner,R. Klavan,1
D. Solanke,S. Man\u00e9,1
A. Oxlade-Chamberlain,Mohamed Salah,1
D. Lovren,J. Gomez,1
J. Milner,A. Oxlade-Chamberlain,1
D. Lovren,A. Oxlade-Chamberlain,1
J. Gomez,A. Oxlade-Chamberlain,1
A. Oxlade-Chamberlain,D. Lovren,1
S. Mignolet,A. Oxlade-Chamberlain,1
D. Solanke,J. Gomez,1
Roberto Firmino,S. Man\u00e9,1
J. Milner,A. Robertson,1
Roberto Firmino,A. Robertson,1
S. Man\u00e9,J. Milner,1
R. Klavan,J. Milner,1
Roberto Firmino,J. Milner,1
A. Oxlade-Chamberlain,Roberto Firmino,1
D. Solanke,D. Lovren,1
R. Klavan,D. Lovren,1
A. Robertson,R. Klavan,1
J. Henderson,A. Oxlade-Chamberlain,1
J. Milner,J. Henderson,1
R. Klavan,S. Man\u00e9,1
A. Oxlade-Chamberlain,J. Henderson,1
Mohamed Salah,S. Man\u00e9,1
D. Lovren,J. Henderson,1
A. Robertson,J. Milner,1
