Source,Target,Weight
Andr\u00e9s,A. Pe\u00f1aranda,3
A. Pe\u00f1aranda,Luis Hern\u00e1ndez,3
Luis Hern\u00e1ndez,R. Rosales,2
E. Rol\u00f3n,R. Rosales,2
R. Rosales,Adri\u00e1n,2
Adri\u00e1n,R. Rosales,2
R. Rosales,P. Baysse,2
Juankar,A. Pe\u00f1aranda,2
Adri\u00e1n,E. Rol\u00f3n,2
Keko,Adri\u00e1n,1
Keko,R. Rosales,1
Luis Hern\u00e1ndez,Keko,1
P. Baysse,Keko,1
Adri\u00e1n,Luis Hern\u00e1ndez,1
R. Rosales,E. Rol\u00f3n,1
A. Pe\u00f1aranda,R. Rosales,1
A. Pe\u00f1aranda,Adri\u00e1n,1
R. Rosales,Juankar,1
Keko,P. Baysse,1
Luis Hern\u00e1ndez,E. Rol\u00f3n,1
P. Baysse,Luis Hern\u00e1ndez,1
P. Baysse,Chory Castro,1
R. Rosales,Luis Hern\u00e1ndez,1
R. Rosales,A. Pe\u00f1aranda,1
P. Baysse,Andr\u00e9s,1
E. Rol\u00f3n,Keko,1
D. Rol\u00e1n,A. Pe\u00f1aranda,1
Juankar,P. Baysse,1
E. Rol\u00f3n,A. Pe\u00f1aranda,1
Keko,Juankar,1
P. Baysse,Juankar,1
A. Pe\u00f1aranda,E. Rol\u00f3n,1
Chory Castro,Adri\u00e1n,1
Adri\u00e1n,P. Baysse,1
Luis Hern\u00e1ndez,Adri\u00e1n,1
Chory Castro,A. Pe\u00f1aranda,1
Juankar,Keko,1
E. Rol\u00f3n,D. Rol\u00e1n,1
R. Rosales,Chory Castro,1
A. Pe\u00f1aranda,Juankar,1
Luis Hern\u00e1ndez,Andr\u00e9s,1
Keko,Andr\u00e9s,1
A. Pe\u00f1aranda,Keko,1
