Source,Target,Weight
L. Modri\u0107,Lucas V\u00e1zquez,3
Marco Asensio,Sergio Ramos,2
Lucas V\u00e1zquez,Nacho,2
Sergio Ramos,Isco,2
Lucas V\u00e1zquez,Casemiro,2
Isco,Marco Asensio,2
L. Modri\u0107,Cristiano Ronaldo,2
T. Kroos,Nacho,2
Lucas V\u00e1zquez,L. Modri\u0107,2
Nacho,T. Kroos,2
Nacho,Casemiro,2
T. Kroos,Sergio Ramos,2
K. Benzema,L. Modri\u0107,2
Casemiro,Lucas V\u00e1zquez,2
Isco,L. Modri\u0107,2
Marco Asensio,K. Benzema,1
Nacho,L. Modri\u0107,1
Marco Asensio,T. Kroos,1
Marco Asensio,Nacho,1
Casemiro,T. Kroos,1
Kiko Casilla,Isco,1
Lucas V\u00e1zquez,Isco,1
Sergio Ramos,Nacho,1
Casemiro,Isco,1
Casemiro,K. Benzema,1
K. Benzema,T. Kroos,1
Kiko Casilla,T. Kroos,1
T. Kroos,Marco Asensio,1
L. Modri\u0107,T. Kroos,1
Isco,Casemiro,1
Cristiano Ronaldo,Lucas V\u00e1zquez,1
L. Modri\u0107,Isco,1
T. Kroos,Isco,1
Nacho,Kiko Casilla,1
Kiko Casilla,Casemiro,1
Sergio Ramos,T. Kroos,1
Isco,Nacho,1
Isco,Cristiano Ronaldo,1
T. Kroos,K. Benzema,1
L. Modri\u0107,Marco Asensio,1
T. Kroos,Kiko Casilla,1
Nacho,Lucas V\u00e1zquez,1
Casemiro,Kiko Casilla,1
Cristiano Ronaldo,L. Modri\u0107,1
