Source,Target,Weight
Y. M'Vila,Gabriel Silva,9
Gabriel Silva,R. Cabella,6
J. Bamba,M. Debuchy,6
Gabriel Silva,Y. M'Vila,6
R. Cabella,Y. M'Vila,5
O. Seln\u00e6s,Y. M'Vila,5
N. Suboti\u0107,J. Bamba,5
Y. M'Vila,L. Perrin,5
M. Debuchy,R. Cabella,5
R. Cabella,Gabriel Silva,5
N. Suboti\u0107,M. Debuchy,4
O. Seln\u00e6s,R. Cabella,4
Y. M'Vila,O. Seln\u00e6s,4
M. Debuchy,O. Seln\u00e6s,4
L. Perrin,N. Suboti\u0107,4
K. Monnet-Paquet,R. Cabella,4
L. Perrin,S. Ruffier,4
O. Seln\u00e6s,L. Perrin,3
R. Cabella,J. Bamba,3
R. Cabella,M. Debuchy,3
S. Ruffier,R. Beri\u010d,3
L. Perrin,Y. M'Vila,3
J. Bamba,K. Monnet-Paquet,3
M. Debuchy,J. Bamba,3
Gabriel Silva,K. Monnet-Paquet,3
K. Monnet-Paquet,Gabriel Silva,3
Gabriel Silva,L. Perrin,3
R. Beri\u010d,J. Bamba,3
L. Perrin,Gabriel Silva,3
O. Seln\u00e6s,N. Suboti\u0107,3
J. Bamba,O. Seln\u00e6s,2
J. Bamba,N. Suboti\u0107,2
R. Beri\u010d,K. Monnet-Paquet,2
J. Bamba,R. Beri\u010d,2
K. Monnet-Paquet,R. Beri\u010d,2
R. Cabella,O. Seln\u00e6s,2
O. Seln\u00e6s,M. Debuchy,2
L. Perrin,O. Seln\u00e6s,2
N. Suboti\u0107,L. Perrin,2
Gabriel Silva,N. Suboti\u0107,2
Gabriel Silva,J. Bamba,2
R. Cabella,N. Suboti\u0107,2
J. Bamba,R. Cabella,2
N. Suboti\u0107,S. Ruffier,2
R. Beri\u010d,L. Perrin,2
R. Cabella,K. Monnet-Paquet,2
L. Perrin,R. Cabella,2
J. Bamba,Y. M'Vila,2
N. Suboti\u0107,O. Seln\u00e6s,2
Y. M'Vila,J. Bamba,1
Y. M'Vila,R. Beri\u010d,1
K. Monnet-Paquet,O. Seln\u00e6s,1
Y. M'Vila,N. Suboti\u0107,1
Y. M'Vila,R. Cabella,1
R. Cabella,L. Perrin,1
S. Ruffier,N. Suboti\u0107,1
O. Seln\u00e6s,J. Bamba,1
S. Ruffier,Gabriel Silva,1
L. Perrin,J. Bamba,1
R. Cabella,R. Beri\u010d,1
M. Debuchy,S. Ruffier,1
Gabriel Silva,O. Seln\u00e6s,1
M. Debuchy,K. Monnet-Paquet,1
M. Debuchy,L. Perrin,1
J. Bamba,Gabriel Silva,1
R. Beri\u010d,R. Cabella,1
R. Beri\u010d,Gabriel Silva,1
S. Ruffier,Y. M'Vila,1
R. Beri\u010d,Y. M'Vila,1
K. Monnet-Paquet,J. Bamba,1
Y. M'Vila,K. Monnet-Paquet,1
S. Ruffier,L. Perrin,1
R. Beri\u010d,M. Debuchy,1
K. Monnet-Paquet,L. Perrin,1
Gabriel Silva,R. Beri\u010d,1
M. Debuchy,R. Beri\u010d,1
