Source,Target,Weight
A. Gon\u00e7alves,K. Lala,3
K. Lala,J. Blayac,2
B. Kon\u00e9,K. Mangane,2
J. Blayac,M. Terrier,2
J. Blayac,B. Kon\u00e9,2
D. Li\u00e9nard,J. Martin,2
K. Lala,D. Li\u00e9nard,2
B. Kon\u00e9,K. Lala,2
M. Terrier,J. Blayac,2
K. Mangane,E. Seka,2
K. Lala,K. Mangane,2
D. Li\u00e9nard,K. Lala,2
J. Aholou,M. Terrier,1
J. Martin,D. Li\u00e9nard,1
J. Blayac,A. Gon\u00e7alves,1
J. Blayac,E. Seka,1
E. Seka,D. Li\u00e9nard,1
K. Lala,M. Terrier,1
E. Seka,A. Gon\u00e7alves,1
M. Terrier,K. Lala,1
J. Aholou,K. Lala,1
M. Terrier,J. Aholou,1
D. Li\u00e9nard,A. Gon\u00e7alves,1
J. Aholou,K. Mangane,1
K. Mangane,B. Kon\u00e9,1
J. Martin,M. Terrier,1
K. Lala,J. Aholou,1
B. Kon\u00e9,J. Aholou,1
J. Aholou,A. Gon\u00e7alves,1
B. Kon\u00e9,J. Blayac,1
A. Gon\u00e7alves,E. Seka,1
E. Seka,K. Lala,1
E. Seka,B. Kon\u00e9,1
J. Aholou,B. Kon\u00e9,1
D. Li\u00e9nard,E. Seka,1
A. Gon\u00e7alves,K. Mangane,1
E. Seka,J. Blayac,1
K. Mangane,J. Aholou,1
M. Terrier,B. Kon\u00e9,1
K. Mangane,D. Li\u00e9nard,1
K. Mangane,J. Blayac,1
J. Blayac,D. Li\u00e9nard,1
K. Lala,A. Gon\u00e7alves,1
