Source,Target,Weight
P. Oniangu\u00e9,J. Reine-Adelaide,2
A. Fulgini,J. Reine-Adelaide,2
L. Butelle,J. Reine-Adelaide,1
B. Santamaria,A. Fulgini,1
L. Butelle,A. Fulgini,1
V. Manceau,L. Butelle,1
B. Santamaria,F. Tait,1
J. Reine-Adelaide,F. Tait,1
J. Reine-Adelaide,V. Manceau,1
A. Fulgini,F. Tait,1
F. Tait,L. Butelle,1
F. Tait,A. Fulgini,1
J. Reine-Adelaide,M. Pavlovi\u0107,1
J. Reine-Adelaide,B. Santamaria,1
J. Reine-Adelaide,Y. Andreu,1
M. Pavlovi\u0107,J. Reine-Adelaide,1
F. Tait,B. Santamaria,1
Y. Andreu,B. Santamaria,1
J. Reine-Adelaide,P. Oniangu\u00e9,1
