Source,Target,Weight
P. Djilobodji,O. Haddadi,7
E. Loiodice,P. Djilobodji,5
R. Amalfitano,V. Rosier,5
O. Haddadi,E. Loiodice,5
Kwon Chang-Hoon,C. Yamber\u00e9,3
C. Yamber\u00e9,E. Loiodice,3
C. Varrault,P. Djilobodji,3
P. Djilobodji,C. Varrault,3
V. Rosier,B. Reynet,3
C. Yamber\u00e9,R. Amalfitano,3
C. Varrault,C. Yamber\u00e9,3
R. Amalfitano,Kwon Chang-Hoon,3
O. Haddadi,C. Varrault,3
N. Sliti,P. Djilobodji,3
C. Yamber\u00e9,C. Varrault,2
C. Yamber\u00e9,P. Djilobodji,2
Kwon Chang-Hoon,N. Sliti,2
E. Loiodice,R. Amalfitano,2
P. Djilobodji,J\u00falio Tavares,2
E. Loiodice,C. Varrault,2
B. Reynet,C. Varrault,2
N. Sliti,C. Yamber\u00e9,2
C. Yamber\u00e9,B. Reynet,2
O. Haddadi,R. Amalfitano,2
J\u00falio Tavares,E. Loiodice,2
V. Rosier,C. Yamber\u00e9,2
E. Loiodice,Kwon Chang-Hoon,2
E. Loiodice,O. Haddadi,2
B. Reynet,P. Djilobodji,2
P. Djilobodji,B. Reynet,2
P. Djilobodji,R. Amalfitano,2
C. Yamber\u00e9,V. Rosier,2
V. Rosier,E. Loiodice,2
R. Amalfitano,O. Haddadi,2
V. Rosier,R. Amalfitano,2
C. Varrault,R. Amalfitano,2
R. Amalfitano,C. Yamber\u00e9,2
P. Djilobodji,C. Yamber\u00e9,1
O. Haddadi,J\u00falio Tavares,1
O. Haddadi,N. Sliti,1
Kwon Chang-Hoon,O. Haddadi,1
Kwon Chang-Hoon,P. Djilobodji,1
C. Varrault,Kwon Chang-Hoon,1
C. Yamber\u00e9,Kwon Chang-Hoon,1
E. Loiodice,N. Sliti,1
B. Reynet,O. Haddadi,1
C. Varrault,B. Reynet,1
R. Amalfitano,P. Djilobodji,1
Kwon Chang-Hoon,B. Reynet,1
V. Rosier,J\u00falio Tavares,1
J\u00falio Tavares,O. Haddadi,1
B. Reynet,C. Yamber\u00e9,1
O. Haddadi,Kwon Chang-Hoon,1
B. Reynet,R. Amalfitano,1
R. Amalfitano,N. Sliti,1
J\u00falio Tavares,N. Sliti,1
C. Varrault,J\u00falio Tavares,1
R. Amalfitano,E. Loiodice,1
J\u00falio Tavares,P. Djilobodji,1
N. Sliti,J\u00falio Tavares,1
N. Sliti,C. Varrault,1
O. Haddadi,C. Yamber\u00e9,1
E. Loiodice,V. Rosier,1
C. Varrault,E. Loiodice,1
P. Djilobodji,E. Loiodice,1
B. Reynet,N. Sliti,1
J\u00falio Tavares,V. Rosier,1
P. Djilobodji,N. Sliti,1
B. Reynet,V. Rosier,1
C. Varrault,O. Haddadi,1
N. Sliti,V. Rosier,1
O. Haddadi,P. Djilobodji,1
