Source,Target,Weight
K. Mitroglou,J. Amavi,2
M. Sanson,H. Sakai,2
H. Sakai,K. Mitroglou,2
A. Zambo Anguissa,F. Thauvin,1
A. Zambo Anguissa,M. Sanson,1
J. Amavi,A. Zambo Anguissa,1
S. Mandanda,A. Zambo Anguissa,1
F. Thauvin,H. Sakai,1
K. Mitroglou,A. Zambo Anguissa,1
F. Thauvin,A. Zambo Anguissa,1
M. Sanson,F. Thauvin,1
Luiz Gustavo,A. Abdennour,1
J. Amavi,S. Mandanda,1
H. Sakai,F. Thauvin,1
S. Mandanda,J. Amavi,1
F. Thauvin,K. Mitroglou,1
H. Sakai,M. Sanson,1
Luiz Gustavo,S. Mandanda,1
H. Sakai,A. Zambo Anguissa,1
S. Mandanda,K. Mitroglou,1
J. Amavi,M. Sanson,1
A. Abdennour,H. Sakai,1
M. Sanson,A. Zambo Anguissa,1
A. Zambo Anguissa,Luiz Gustavo,1
A. Zambo Anguissa,S. Mandanda,1
A. Zambo Anguissa,H. Sakai,1
K. Mitroglou,Luiz Gustavo,1
