Source,Target,Weight
S. Mustafi,Nacho Monreal,3
A. Lacazette,A. Ramsey,3
Nacho Monreal,S. Mustafi,2
A. Ramsey,Nacho Monreal,2
R. Holding,A. Ramsey,2
A. Ramsey,A. Lacazette,2
S. Mustafi,R. Holding,2
A. Ramsey,R. Holding,2
Nacho Monreal,G. Xhaka,1
A. Lacazette,Beller\u00edn,1
A. Lacazette,S. Kola\u0161inac,1
G. Xhaka,Nacho Monreal,1
Nacho Monreal,A. Lacazette,1
A. Lacazette,S. Mustafi,1
S. Kola\u0161inac,Nacho Monreal,1
G. Xhaka,A. Ramsey,1
Beller\u00edn,S. Mustafi,1
S. Kola\u0161inac,A. Lacazette,1
Beller\u00edn,A. Lacazette,1
Nacho Monreal,S. Kola\u0161inac,1
Nacho Monreal,A. S\u00e1nchez,1
R. Holding,A. Lacazette,1
S. Mustafi,Beller\u00edn,1
P. \u010cech,S. Mustafi,1
A. Iwobi,R. Holding,1
A. S\u00e1nchez,A. Lacazette,1
Nacho Monreal,A. Ramsey,1
R. Holding,A. Iwobi,1
A. Ramsey,A. Iwobi,1
S. Kola\u0161inac,P. \u010cech,1
A. Iwobi,A. Ramsey,1
R. Holding,S. Mustafi,1
A. Ramsey,G. Xhaka,1
