Source,Target,Weight
N. Burdisso,T. Rinc\u00f3n,2
A. Ljaji\u0107,D. Baselli,2
S. Sirigu,N. N'Koulou,2
T. Rinc\u00f3n,L. De Silvestri,2
A. Belotti,D. Baselli,2
D. Baselli,A. Belotti,1
L. De Silvestri,T. Rinc\u00f3n,1
L. De Silvestri,S. Sirigu,1
L. Boy\u00e9,D. Baselli,1
D. Baselli,S. Sirigu,1
A. Barreca,N. Burdisso,1
D. Baselli,L. Boy\u00e9,1
D. Baselli,T. Rinc\u00f3n,1
S. Edera,A. Belotti,1
S. Edera,L. De Silvestri,1
L. De Silvestri,A. Belotti,1
L. Boy\u00e9,A. Barreca,1
A. Belotti,A. Barreca,1
A. Barreca,A. Ljaji\u0107,1
N. N'Koulou,L. De Silvestri,1
T. Rinc\u00f3n,N. Burdisso,1
N. N'Koulou,S. Edera,1
L. De Silvestri,S. Edera,1
S. Sirigu,A. Ljaji\u0107,1
N. Burdisso,S. Sirigu,1
S. Edera,T. Rinc\u00f3n,1
A. Belotti,L. Boy\u00e9,1
T. Rinc\u00f3n,S. Sirigu,1
T. Rinc\u00f3n,A. Ljaji\u0107,1
S. Sirigu,A. Belotti,1
L. Boy\u00e9,N. Burdisso,1
A. Ljaji\u0107,L. Boy\u00e9,1
D. Baselli,S. Edera,1
