Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
J. Korb,69,1,0,0,0,0,1
P. Schwegler,80,0,0,0,1,0,1
M. Ostrzolek,85,1,0,0,0,1,0
S. San\u00e9,90,1,0,0,0,0,1
O. Sorg,90,1,0,0,0,0,1
W. Anton,90,1,0,0,0,0,1
F. Klaus,90,0,0,0,1,0,1
I. Fossum,90,0,0,0,1,0,1
N. F\u00fcllkrug,90,0,1,0,0,0,1
P. Tschauner,90,0,0,1,0,0,1
I. Bebou,90,0,1,0,0,0,1
M. Harnik,21,0,1,0,0,0,1
K. Karaman,10,0,1,0,0,1,0
C. Benschop,5,0,1,0,0,0,1
