Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_both,Foot_left,Foot_right
Ramadan Sobhi,67,0,0,0,1,0,0,1
M. Diouf,74,0,1,0,0,0,0,1
X. Shaqiri,90,0,0,0,1,0,1,0
D. Fletcher,90,0,0,0,1,0,0,1
E. Choupo-Moting,90,0,1,0,0,1,0,0
R. Shawcross,90,1,0,0,0,0,0,1
L. Grant,90,0,0,1,0,0,0,1
E. Pieters,90,1,0,0,0,0,1,0
K. Zouma,90,1,0,0,0,0,0,1
J. Allen,90,0,0,0,1,0,0,1
K. Wimmer,90,1,0,0,0,0,1,0
P. Crouch,23,0,1,0,0,0,0,1
Jes\u00e9 Rodr\u00edguez,16,0,1,0,0,0,0,1
