Source,Target,Weight
M. Cremonesi,F. Vicari,2
M. Antenucci,F. Viviani,2
S. Floccari,M. Antenucci,2
F. Mattiello,F. Viviani,2
B. Salamon,F. Mattiello,1
A. Grassi,F. Vicari,1
M. Lazzari,B. Salamon,1
F. Vicari,A. Gomis,1
P. Schiattarella,F. Viviani,1
F. Mattiello,A. Grassi,1
A. Grassi,F. Mattiello,1
A. Grassi,B. Salamon,1
B. Salamon,F. Vicari,1
M. Lazzari,P. Schiattarella,1
F. Viviani,A. Grassi,1
A. Gomis,M. Antenucci,1
B. Salamon,P. Schiattarella,1
B. Salamon,A. Grassi,1
F. Viviani,M. Lazzari,1
P. Schiattarella,M. Lazzari,1
M. Antenucci,B. Salamon,1
P. Schiattarella,B. Salamon,1
A. Gomis,M. Lazzari,1
F. Mattiello,M. Antenucci,1
F. Viviani,F. Mattiello,1
M. Cremonesi,A. Grassi,1
F. Vicari,M. Antenucci,1
F. Viviani,M. Cremonesi,1
M. Antenucci,M. Cremonesi,1
F. Mattiello,M. Cremonesi,1
P. Schiattarella,F. Mattiello,1
B. Salamon,S. Floccari,1
F. Viviani,P. Schiattarella,1
M. Antenucci,P. Schiattarella,1
A. Gomis,M. Cremonesi,1
M. Antenucci,F. Vicari,1
M. Cremonesi,A. Gomis,1
S. Floccari,M. Cremonesi,1
F. Viviani,A. Gomis,1
M. Lazzari,M. Antenucci,1
A. Grassi,S. Floccari,1
F. Vicari,F. Mattiello,1
F. Vicari,S. Floccari,1
M. Cremonesi,F. Viviani,1
