Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
D. Latza,46,0,0,0,1,0,1
P. De Blasis,84,0,1,0,0,0,1
Y. Muto,89,0,1,0,0,0,1
L. Balogun,90,1,0,0,0,0,1
G. Donati,90,1,0,0,0,0,1
R. Adler,90,0,0,1,0,0,1
L. \u00d6ztunali,90,0,0,0,1,0,1
A. Diallo,90,1,0,0,0,1,0
F. Frei,90,0,0,0,1,0,1
D. Brosinski,90,1,0,0,0,0,1
S. Bell,90,1,0,0,0,0,1
S. Serdar,44,0,0,0,1,0,1
K. Onisiwo,6,0,0,0,1,0,1
R. Quaison,1,0,0,0,1,0,1
