Source,Target,Weight
A. Young,J. Lingard,2
J. Lingard,N. Mati\u0107,1
A. Valencia,M. Fellaini,1
E. Bailly,P. Jones,1
R. Lukaku,N. Mati\u0107,1
Ander Herrera,E. Bailly,1
R. Lukaku,J. Lingard,1
A. Young,A. Valencia,1
N. Mati\u0107,Ander Herrera,1
N. Mati\u0107,J. Lingard,1
H. Mkhitaryan,A. Young,1
J. Lingard,A. Young,1
P. Jones,A. Young,1
J. Lingard,Ander Herrera,1
A. Young,N. Mati\u0107,1
H. Mkhitaryan,R. Lukaku,1
M. Fellaini,N. Mati\u0107,1
A. Young,H. Mkhitaryan,1
Ander Herrera,N. Mati\u0107,1
N. Mati\u0107,M. Fellaini,1
J. Lingard,H. Mkhitaryan,1
N. Mati\u0107,R. Lukaku,1
M. Fellaini,A. Young,1
