Source,Target,Weight
M\u00e1rio Rui,L. Insigne,11
P. Zieli\u0144ski,L. Insigne,10
L. Insigne,P. Zieli\u0144ski,9
L. Insigne,Jorginho,8
M\u00e1rio Rui,K. Koulibaly,7
Albiol,M\u00e1rio Rui,7
L. Insigne,M\u00e1rio Rui,7
Albiol,L. Insigne,7
Jorginho,E. Hysaj,6
P. Zieli\u0144ski,M\u00e1rio Rui,6
E. Hysaj,Albiol,6
K. Koulibaly,L. Insigne,6
M\u00e1rio Rui,P. Zieli\u0144ski,5
L. Insigne,D. Mertens,5
Jorginho,M\u00e1rio Rui,5
K. Koulibaly,Albiol,5
M\u00e1rio Rui,Jorginho,5
E. Hysaj,Jorginho,5
K. Koulibaly,M\u00e1rio Rui,4
P. Zieli\u0144ski,D. Mertens,4
Jorginho,Albiol,4
Allan,Jorginho,4
Jorginho,P. Zieli\u0144ski,4
P. Zieli\u0144ski,Allan,4
Jorginho,L. Insigne,4
Albiol,K. Koulibaly,4
M\u00e1rio Rui,Albiol,4
D. Mertens,Jos\u00e9 Callej\u00f3n,4
Jorginho,Allan,3
K. Koulibaly,Jorginho,3
L. Insigne,K. Koulibaly,3
Jos\u00e9 Callej\u00f3n,D. Mertens,3
Jorginho,Jos\u00e9 Callej\u00f3n,3
D. Mertens,M\u00e1rio Rui,3
L. Insigne,Albiol,3
Allan,E. Hysaj,3
L. Insigne,Allan,3
Allan,M\u00e1rio Rui,3
Jos\u00e9 Callej\u00f3n,P. Zieli\u0144ski,3
Allan,P. Zieli\u0144ski,3
Jos\u00e9 Callej\u00f3n,Jorginho,3
K. Koulibaly,Allan,2
Jorginho,D. Mertens,2
Allan,Albiol,2
Albiol,E. Hysaj,2
Allan,K. Koulibaly,2
L. Insigne,E. Hysaj,2
P. Zieli\u0144ski,K. Koulibaly,2
Jos\u00e9 Callej\u00f3n,Allan,2
D. Mertens,Jorginho,2
K. Koulibaly,E. Hysaj,2
D. Mertens,Allan,2
Jos\u00e9 Callej\u00f3n,E. Hysaj,2
K. Koulibaly,P. Zieli\u0144ski,2
Pepe Reina,K. Koulibaly,2
Jorginho,K. Koulibaly,2
E. Hysaj,Allan,2
M\u00e1rio Rui,Jos\u00e9 Callej\u00f3n,2
K. Koulibaly,Jos\u00e9 Callej\u00f3n,2
E. Hysaj,Pepe Reina,2
P. Zieli\u0144ski,Jorginho,2
Albiol,P. Zieli\u0144ski,1
Jos\u00e9 Callej\u00f3n,Albiol,1
M\u00e1rio Rui,Pepe Reina,1
Jos\u00e9 Callej\u00f3n,L. Insigne,1
E. Hysaj,P. Zieli\u0144ski,1
Allan,L. Insigne,1
M\u00e1rio Rui,Allan,1
D. Mertens,K. Koulibaly,1
Albiol,Pepe Reina,1
Albiol,Allan,1
Allan,Jos\u00e9 Callej\u00f3n,1
Pepe Reina,Jos\u00e9 Callej\u00f3n,1
Albiol,Jorginho,1
Jos\u00e9 Callej\u00f3n,K. Koulibaly,1
Albiol,Jos\u00e9 Callej\u00f3n,1
D. Mertens,P. Zieli\u0144ski,1
Pepe Reina,E. Hysaj,1
E. Hysaj,K. Koulibaly,1
Allan,Pepe Reina,1
Albiol,D. Mertens,1
E. Hysaj,Jos\u00e9 Callej\u00f3n,1
L. Insigne,Jos\u00e9 Callej\u00f3n,1
Pepe Reina,M\u00e1rio Rui,1
D. Mertens,Albiol,1
D. Mertens,L. Insigne,1
