Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_right,Foot_left
Jo\u00e3o Pedro,59,0,0,0,1,1,0
N. Barella,71,0,0,0,1,1,0
L. Pavoletti,90,0,1,0,0,1,0
M. Andreolli,90,1,0,0,0,1,0
A. Cragno,90,0,0,1,0,1,0
F. Pisacane,90,1,0,0,0,1,0
F. Romagna,90,1,0,0,0,1,0
G. van der Wiel,90,1,0,0,0,1,0
L. Cigarini,90,0,0,0,1,1,0
A. Ioni\u0163\u0103,90,0,0,0,1,1,0
S. Padoin,90,0,0,0,1,1,0
Diego Farias,31,0,1,0,0,1,0
A. Deiola,19,0,0,0,1,1,0
L. Ceppitelli,1,1,0,0,0,1,0
