Source,Target,Weight
Odriozola,Canales,4
Canales,Odriozola,4
Ra\u00fal Navas,Illarramendi,3
Illarramendi,Ra\u00fal Navas,2
Canales,\u00cd\u00f1igo Mart\u00ednez,2
Ra\u00fal Navas,G. Rulli,2
Odriozola,Diego Llorente,2
Diego Llorente,Odriozola,2
\u00cd\u00f1igo Mart\u00ednez,Mikel Oyarzabal,2
\u00cd\u00f1igo Mart\u00ednez,Xabi Prieto,2
Odriozola,Ra\u00fal Navas,2
G. Rulli,Ra\u00fal Navas,2
Ra\u00fal Navas,\u00cd\u00f1igo Mart\u00ednez,2
Mikel Oyarzabal,\u00cd\u00f1igo Mart\u00ednez,2
\u00cd\u00f1igo Mart\u00ednez,Illarramendi,1
Diego Llorente,G. Rulli,1
Willian Jos\u00e9,Odriozola,1
Zurutuza,Diego Llorente,1
Willian Jos\u00e9,Illarramendi,1
Illarramendi,Xabi Prieto,1
Xabi Prieto,Ra\u00fal Navas,1
Xabi Prieto,Odriozola,1
Canales,Willian Jos\u00e9,1
Zurutuza,Xabi Prieto,1
Willian Jos\u00e9,Zurutuza,1
Illarramendi,Mikel Oyarzabal,1
Illarramendi,\u00cd\u00f1igo Mart\u00ednez,1
Canales,Zurutuza,1
Diego Llorente,Zurutuza,1
Odriozola,Illarramendi,1
Diego Llorente,Ra\u00fal Navas,1
Mikel Oyarzabal,Xabi Prieto,1
Xabi Prieto,Willian Jos\u00e9,1
G. Rulli,Odriozola,1
Zurutuza,Canales,1
Canales,Diego Llorente,1
Zurutuza,Illarramendi,1
Xabi Prieto,Mikel Oyarzabal,1
Canales,Ra\u00fal Navas,1
Illarramendi,G. Rulli,1
Xabi Prieto,Diego Llorente,1
Mikel Oyarzabal,Canales,1
Ra\u00fal Navas,Zurutuza,1
Willian Jos\u00e9,Canales,1
Ra\u00fal Navas,Odriozola,1
G. Rulli,Xabi Prieto,1
\u00cd\u00f1igo Mart\u00ednez,Ra\u00fal Navas,1
Xabi Prieto,Canales,1
Odriozola,Willian Jos\u00e9,1
\u00cd\u00f1igo Mart\u00ednez,Canales,1
Ra\u00fal Navas,Willian Jos\u00e9,1
