Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_both,Foot_left,Foot_right
G. Johnson,59,1,0,0,0,0,0,1
Jes\u00e9 Rodr\u00edguez,80,0,1,0,0,0,0,1
M. Diouf,90,0,1,0,0,0,0,1
G. Cameron,90,1,0,0,0,0,0,1
D. Fletcher,90,0,0,0,1,0,0,1
E. Choupo-Moting,90,0,1,0,0,1,0,0
R. Shawcross,90,1,0,0,0,0,0,1
J. Butland,90,0,0,1,0,0,0,1
E. Pieters,90,1,0,0,0,0,1,0
K. Zouma,90,1,0,0,0,0,0,1
J. Allen,90,0,0,0,1,0,0,1
P. Crouch,31,0,1,0,0,0,0,1
S. Berahino,10,0,1,0,0,0,0,1
