Source,Target,Weight
Jo\u00e3o Pedro,P. Farag\u00f2,3
M. Capuano,N. Barella,2
L. Cigarini,P. Farag\u00f2,2
P. Farag\u00f2,L. Cigarini,2
L. Ceppitelli,P. Farag\u00f2,2
F. Pisacane,M. Capuano,2
F. Pisacane,L. Cigarini,2
P. Farag\u00f2,F. Pisacane,2
L. Cigarini,N. Barella,2
P. Farag\u00f2,Jo\u00e3o Pedro,2
L. Cigarini,Diego Farias,2
L. Cigarini,M. Capuano,1
L. Ceppitelli,L. Cigarini,1
M. Capuano,F. Pisacane,1
M. Capuano,A. Cragno,1
L. Ceppitelli,F. Pisacane,1
Jo\u00e3o Pedro,L. Cigarini,1
Diego Farias,L. Ceppitelli,1
Diego Farias,L. Cigarini,1
L. Cigarini,L. Ceppitelli,1
N. Barella,F. Pisacane,1
P. Farag\u00f2,L. Ceppitelli,1
L. Cigarini,Jo\u00e3o Pedro,1
A. Cragno,L. Ceppitelli,1
F. Pisacane,N. Barella,1
M. Capuano,L. Cigarini,1
N. Barella,L. Cigarini,1
N. Barella,A. Ioni\u0163\u0103,1
N. Barella,M. Capuano,1
A. Ioni\u0163\u0103,Diego Farias,1
Diego Farias,Jo\u00e3o Pedro,1
