Source,Target,Weight
G. Poblete,R. Cohade,3
M. Dossevi,Iv\u00e1n Balliu,3
C. Philipps,M. Dossevi,2
R. Cohade,C. Philipps,2
Iv\u00e1n Balliu,G. Poblete,2
M. Bi\u0161evac,B. Fern\u00e1ndez,1
Iv\u00e1n Balliu,M. Bi\u0161evac,1
R. Cohade,Iv\u00e1n Balliu,1
C. Philipps,M. Bi\u0161evac,1
M. Niakhat\u00e9,G. Poblete,1
B. Fern\u00e1ndez,Iv\u00e1n Balliu,1
G. Poblete,O. Nguette,1
R. Cohade,M. Dossevi,1
M. Udol,M. Niakhat\u00e9,1
O. Nguette,T. Didillon,1
T. Didillon,M. Dossevi,1
M. Dossevi,R. Cohade,1
Iv\u00e1n Balliu,R. Cohade,1
M. Dossevi,M. Niakhat\u00e9,1
O. Nguette,R. Cohade,1
R. Cohade,O. Nguette,1
M. Bi\u0161evac,M. Niakhat\u00e9,1
M. Niakhat\u00e9,O. Nguette,1
Iv\u00e1n Balliu,M. Dossevi,1
R. Cohade,G. Poblete,1
M. Niakhat\u00e9,M. Udol,1
