Source,Target,Weight
K. Volland,J. Tah,2
L. Bender,J. Brandt,1
L. Alario,L. Bailey,1
L. Bailey,D. Kohr,1
L. Bender,D. Kohr,1
S. Bender,L. Bender,1
Wendell,S. Bender,1
L. Bender,J. Tah,1
K. Volland,L. Bailey,1
L. Alario,L. Bender,1
B. Leno,K. Volland,1
D. Kohr,J. Brandt,1
L. Bailey,P. Retsos,1
S. Bender,K. Volland,1
P. Retsos,S. Bender,1
J. Brandt,L. Bender,1
L. Bailey,B. Leno,1
P. Retsos,L. Bender,1
L. Bailey,K. Volland,1
D. Kohr,L. Alario,1
L. Bender,L. Alario,1
D. Kohr,L. Bailey,1
J. Brandt,L. Bailey,1
L. Alario,P. Retsos,1
J. Tah,P. Retsos,1
J. Tah,D. Kohr,1
P. Retsos,L. Bailey,1
J. Tah,L. Alario,1
L. Bailey,L. Bender,1
