Source,Target,Weight
L. Milivojevi\u0107,J. Tomkins,4
J. Tomkins,Y. Cabaye,4
J. Tomkins,W. Hennessey,3
R. Loftus-Cheek,W. Zaha,3
J. McArthur,A. Wan-Bissaka,3
W. Zaha,A. Wan-Bissaka,3
M. Sakho,Y. Cabaye,3
A. Wan-Bissaka,J. Tomkins,3
J. McArthur,A. Townsend,3
A. Wan-Bissaka,J. McArthur,3
Y. Cabaye,M. Sakho,3
W. Hennessey,W. Zaha,3
Y. Cabaye,J. McArthur,2
Y. Cabaye,A. Wan-Bissaka,2
A. Townsend,R. Loftus-Cheek,2
J. McArthur,J. Tomkins,2
Y. Cabaye,J. Tomkins,2
Y. Cabaye,R. Loftus-Cheek,2
Y. Cabaye,W. Zaha,2
Y. Cabaye,L. Milivojevi\u0107,2
R. Loftus-Cheek,Y. Cabaye,2
A. Wan-Bissaka,Y. Cabaye,2
W. Zaha,P. van Aanholt,2
A. Wan-Bissaka,W. Hennessey,2
A. Townsend,A. Wan-Bissaka,2
M. Sakho,J. McArthur,2
J. Tomkins,A. Townsend,2
J. Tomkins,M. Sakho,2
W. Zaha,M. Sakho,2
J. Tomkins,L. Milivojevi\u0107,2
A. Townsend,J. Tomkins,1
L. Milivojevi\u0107,J. McArthur,1
P. van Aanholt,M. Sakho,1
J. Tomkins,A. Wan-Bissaka,1
P. van Aanholt,Y. Cabaye,1
A. Wan-Bissaka,L. Milivojevi\u0107,1
J. Tomkins,P. van Aanholt,1
J. McArthur,Y. Cabaye,1
W. Zaha,J. Tomkins,1
M. Sakho,R. Loftus-Cheek,1
M. Sakho,P. van Aanholt,1
A. Townsend,P. van Aanholt,1
M. Sakho,W. Zaha,1
L. Milivojevi\u0107,W. Zaha,1
W. Zaha,R. Loftus-Cheek,1
W. Hennessey,J. McArthur,1
P. van Aanholt,W. Zaha,1
L. Milivojevi\u0107,P. van Aanholt,1
L. Milivojevi\u0107,Y. Cabaye,1
J. McArthur,L. Milivojevi\u0107,1
W. Zaha,L. Milivojevi\u0107,1
P. van Aanholt,A. Wan-Bissaka,1
A. Townsend,L. Milivojevi\u0107,1
R. Loftus-Cheek,W. Hennessey,1
M. Sakho,J. Tomkins,1
W. Hennessey,J. Tomkins,1
Y. Cabaye,A. Townsend,1
A. Townsend,Y. Cabaye,1
W. Zaha,J. McArthur,1
A. Wan-Bissaka,A. Townsend,1
L. Milivojevi\u0107,R. Loftus-Cheek,1
W. Hennessey,Y. Cabaye,1
P. van Aanholt,L. Milivojevi\u0107,1
R. Loftus-Cheek,A. Townsend,1
