Source,Target,Weight
L. Dunk,S. March,1
P. Gro\u00df,J. Izquierdo,1
Bruno Saltor,G. Murray,1
D. Stephens,S. Duffy,1
P. Gro\u00df,Bruno Saltor,1
G. Bong,L. Dunk,1
J. Izquierdo,G. Bong,1
S. March,P. Gro\u00df,1
S. Duffy,G. Murray,1
J. Izquierdo,S. Duffy,1
G. Bong,D. Pr\u00f6pper,1
G. Murray,L. Dunk,1
S. Duffy,L. Dunk,1
L. Dunk,M. Ryan,1
D. Pr\u00f6pper,G. Bong,1
D. Pr\u00f6pper,L. Dunk,1
L. Dunk,D. Pr\u00f6pper,1
M. Ryan,G. Bong,1
L. Dunk,P. Gro\u00df,1
L. Dunk,D. Stephens,1
G. Bong,J. Izquierdo,1
