Source,Target,Weight
E. Moretti,C. Ansaldi,4
N. N'Koulou,N. Burdisso,4
D. Baselli,A. Ljaji\u0107,3
L. De Silvestri,D. Baselli,3
A. Ljaji\u0107,D. Baselli,3
E. Moretti,N. N'Koulou,3
D. Baselli,E. Moretti,2
E. Moretti,T. Rinc\u00f3n,2
N. Burdisso,N. N'Koulou,2
T. Rinc\u00f3n,D. Baselli,2
C. Ansaldi,D. Baselli,2
C. Ansaldi,A. Ljaji\u0107,2
N. Burdisso,E. Moretti,2
D. Baselli,N. N'Koulou,2
N. N'Koulou,L. De Silvestri,2
D. Baselli,Iago Falqu\u00e9,1
D. Baselli,L. De Silvestri,1
N. N'Koulou,E. Moretti,1
A. Ljaji\u0107,T. Rinc\u00f3n,1
D. Baselli,N. Burdisso,1
T. Rinc\u00f3n,E. Moretti,1
N. Burdisso,D. Baselli,1
A. Ljaji\u0107,A. Belotti,1
C. Ansaldi,T. Rinc\u00f3n,1
D. Baselli,T. Rinc\u00f3n,1
N. N'Koulou,S. Sirigu,1
T. Rinc\u00f3n,L. De Silvestri,1
S. Sirigu,E. Moretti,1
Iago Falqu\u00e9,C. Ansaldi,1
T. Rinc\u00f3n,C. Ansaldi,1
L. De Silvestri,N. N'Koulou,1
C. Ansaldi,E. Moretti,1
