Source,Target,Weight
P. Kimpembe,Yuri Berchiche,3
Yuri Berchiche,Neymar,2
Neymar,J. Draxler,2
Dani Alves,M. Verratti,2
P. Kimpembe,G. Lo Celso,1
Neymar,Yuri Berchiche,1
Marquinhos,Dani Alves,1
M. Verratti,K. Mbapp\u00e9,1
M. Verratti,G. Lo Celso,1
Marquinhos,M. Verratti,1
P. Kimpembe,Neymar,1
G. Lo Celso,P. Kimpembe,1
Yuri Berchiche,Marquinhos,1
K. Mbapp\u00e9,P. Kimpembe,1
Yuri Berchiche,J. Draxler,1
Dani Alves,Marquinhos,1
A. Ar\u00e9ola,Dani Alves,1
Dani Alves,K. Mbapp\u00e9,1
Marquinhos,P. Kimpembe,1
J. Draxler,Neymar,1
J. Draxler,Yuri Berchiche,1
J. Draxler,Dani Alves,1
Neymar,K. Mbapp\u00e9,1
G. Lo Celso,A. Ar\u00e9ola,1
M. Verratti,Marquinhos,1
K. Mbapp\u00e9,Dani Alves,1
Yuri Berchiche,P. Kimpembe,1
