Source,Target,Weight
R. Rodr\u00edguez,M. Locatelli,2
M. Musacchio,F. Borini,2
L. Bonucci,R. Rodr\u00edguez,2
L. Biglia,G. Donnarumma,2
F. Borini,L. Biglia,1
G. Donnarumma,M. Musacchio,1
G. Bonaventura,R. Rodr\u00edguez,1
G. Donnarumma,L. Bonucci,1
M. Locatelli,M. Musacchio,1
R. Rodr\u00edguez,G. Donnarumma,1
M. Locatelli,R. Rodr\u00edguez,1
R. Rodr\u00edguez,M. Musacchio,1
G. Donnarumma,R. Rodr\u00edguez,1
F. Borini,Suso,1
M. Musacchio,Suso,1
Suso,M. Locatelli,1
M. Locatelli,L. Bonucci,1
Suso,M. Musacchio,1
L. Biglia,R. Rodr\u00edguez,1
M. Locatelli,P. Cutrone,1
R. Rodr\u00edguez,G. Bonaventura,1
R. Rodr\u00edguez,L. Biglia,1
M. Musacchio,M. Locatelli,1
P. Cutrone,R. Rodr\u00edguez,1
