Source,Target,Weight
Jos\u00e9 Callej\u00f3n,E. Hysaj,3
F. Ghoulam,P. Zieli\u0144ski,2
L. Insigne,M. Rog,2
A. Ounas,P. Zieli\u0144ski,2
D. Mertens,L. Insigne,2
Albiol,K. Koulibaly,2
P. Zieli\u0144ski,K. Koulibaly,2
K. Koulibaly,F. Ghoulam,2
E. Hysaj,M. Rog,2
F. Ghoulam,D. Mertens,2
P. Zieli\u0144ski,D. Mertens,2
Albiol,P. Zieli\u0144ski,2
P. Zieli\u0144ski,L. Insigne,2
P. Zieli\u0144ski,M. Rog,1
D. Mertens,P. Zieli\u0144ski,1
E. Hysaj,Albiol,1
L. Insigne,Jorginho,1
Jorginho,D. Mertens,1
Jorginho,Jos\u00e9 Callej\u00f3n,1
F. Ghoulam,Jorginho,1
Jos\u00e9 Callej\u00f3n,P. Zieli\u0144ski,1
L. Insigne,Pepe Reina,1
Pepe Reina,F. Ghoulam,1
D. Mertens,F. Ghoulam,1
D. Mertens,K. Koulibaly,1
P. Zieli\u0144ski,F. Ghoulam,1
P. Zieli\u0144ski,Albiol,1
M. Rog,P. Zieli\u0144ski,1
P. Zieli\u0144ski,A. Ounas,1
Jorginho,P. Zieli\u0144ski,1
L. Insigne,P. Zieli\u0144ski,1
L. Insigne,D. Mertens,1
M. Rog,Albiol,1
Albiol,E. Hysaj,1
K. Koulibaly,Albiol,1
E. Hysaj,L. Insigne,1
Pepe Reina,A. Ounas,1
F. Ghoulam,Jos\u00e9 Callej\u00f3n,1
M. Rog,Jorginho,1
M. Rog,E. Hysaj,1
K. Koulibaly,Pepe Reina,1
Jorginho,F. Ghoulam,1
E. Hysaj,Jos\u00e9 Callej\u00f3n,1
Jorginho,L. Insigne,1
K. Koulibaly,Jorginho,1
M. Rog,Jos\u00e9 Callej\u00f3n,1
Jos\u00e9 Callej\u00f3n,Albiol,1
D. Mertens,Jos\u00e9 Callej\u00f3n,1
