Source,Target,Weight
Mikel Oyarzabal,Xabi Prieto,4
Xabi Prieto,Mikel Oyarzabal,4
Illarramendi,Mikel Oyarzabal,3
Mikel Oyarzabal,Odriozola,3
Willian Jos\u00e9,Odriozola,2
Mikel Oyarzabal,De La Bella,2
Aritz Elustondo,Mikel Oyarzabal,2
De La Bella,Mikel Oyarzabal,2
Mikel Oyarzabal,Illarramendi,2
Odriozola,Xabi Prieto,2
Illarramendi,De La Bella,2
Xabi Prieto,Odriozola,2
Odriozola,Mikel Oyarzabal,2
Odriozola,Willian Jos\u00e9,2
Aritz Elustondo,Ra\u00fal Navas,1
Aritz Elustondo,G. Rulli,1
Odriozola,Illarramendi,1
G. Rulli,Juanmi,1
De La Bella,Illarramendi,1
De La Bella,Xabi Prieto,1
Ra\u00fal Navas,Odriozola,1
Odriozola,Juanmi,1
G. Rulli,Xabi Prieto,1
Mikel Oyarzabal,Ra\u00fal Navas,1
Xabi Prieto,Aritz Elustondo,1
Ra\u00fal Navas,Xabi Prieto,1
Xabi Prieto,Willian Jos\u00e9,1
Willian Jos\u00e9,Illarramendi,1
Mikel Oyarzabal,Willian Jos\u00e9,1
Illarramendi,Xabi Prieto,1
De La Bella,G. Rulli,1
Zubeld\u00eda,Odriozola,1
Willian Jos\u00e9,Mikel Oyarzabal,1
Juanmi,G. Rulli,1
Mikel Oyarzabal,Zubeld\u00eda,1
Xabi Prieto,Illarramendi,1
G. Rulli,De La Bella,1
Juanmi,Aritz Elustondo,1
Mikel Oyarzabal,G. Rulli,1
Odriozola,Aritz Elustondo,1
G. Rulli,Aritz Elustondo,1
