Source,Target,Weight
N. Fekir,K. Tete,1
F. Mendy,H. Aouar,1
M. Yanga-Mbiwa,F. Mendy,1
T. Ndomb\u00e8l\u00e9,M. Yanga-Mbiwa,1
T. Ndomb\u00e8l\u00e9,H. Aouar,1
M. Yanga-Mbiwa,M. Diakhaby,1
K. Tete,T. Ndomb\u00e8l\u00e9,1
B. Traor\u00e9,K. Tete,1
T. Ndomb\u00e8l\u00e9,B. Traor\u00e9,1
M. Diakhaby,F. Mendy,1
K. Tete,N. Fekir,1
H. Aouar,M. Yanga-Mbiwa,1
M. Diakhaby,T. Ndomb\u00e8l\u00e9,1
F. Mendy,Mariano D\u00edaz,1
F. Mendy,M. Diakhaby,1
M. Yanga-Mbiwa,K. Tete,1
H. Aouar,T. Ndomb\u00e8l\u00e9,1
K. Tete,M. Yanga-Mbiwa,1
