Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
G. Higua\u00edn,15,0,1,0,0,0,1
Douglas Costa,66,0,0,0,1,1,0
G. Chiellini,90,1,0,0,0,1,0
Alex Sandro,90,1,0,0,0,1,0
M. Pjani\u0107,90,0,0,0,1,0,1
D. Rugani,90,1,0,0,0,0,1
S. Sturaro,90,0,0,0,1,0,1
S. Khedira,90,0,0,0,1,0,1
K. Asamoah,90,0,0,0,1,1,0
M. De Sciglio,90,1,0,0,0,0,1
W. Szcz\u0119sny,90,0,0,1,0,0,1
F. Bernardeschi,75,0,0,0,1,1,0
P. Dybala,24,0,1,0,0,1,0
