Source,Target,Weight
A. Benali,D. Faraoni,3
F. Ceccherini,F. Ricci,3
F. Ricci,D. Faraoni,3
D. Faraoni,F. Ricci,2
F. Ricci,A. Ajeti,2
D. Faraoni,A. Benali,2
F. Ricci,A. Benali,2
B. Martella,F. Ceccherini,2
A. Ajeti,F. Ricci,2
A. Ajeti,A. Benali,2
A. Cordaz,A. Nalini,2
A. Benali,A. Budimir,1
A. Nalini,A. Ajeti,1
F. Ceccherini,D. Faraoni,1
A. Ajeti,R. Mandragora,1
B. Martella,A. Cordaz,1
A. Benali,F. Ricci,1
M. Capuano,B. Martella,1
A. Ajeti,A. Cordaz,1
R. Mandragora,A. Ajeti,1
F. Ricci,R. Mandragora,1
A. Nalini,M. Capuano,1
M. Capuano,A. Ajeti,1
R. Mandragora,A. Nalini,1
A. Budimir,F. Ricci,1
A. Nalini,F. Ceccherini,1
D. Faraoni,B. Martella,1
A. Benali,M. Capuano,1
F. Ricci,A. Budimir,1
D. Faraoni,F. Ceccherini,1
A. Budimir,B. Martella,1
