Source,Target,Weight
B. Pavard,A. Beck,2
E. Ins\u00faa,T. Baumgartl,2
H. Badstuber,B. Pavard,2
T. Baumgartl,B. \u00d6zcan,2
H. Badstuber,T. Baumgartl,1
A. Donis,S. Ascac\u00edbar,1
T. Baumgartl,B. Pavard,1
B. Pavard,E. Ins\u00faa,1
C. Akolo,B. \u00d6zcan,1
B. \u00d6zcan,E. Ins\u00faa,1
A. Beck,C. Gentner,1
B. \u00d6zcan,H. Badstuber,1
C. Gentner,E. Ins\u00faa,1
B. \u00d6zcan,C. Gentner,1
S. Ascac\u00edbar,C. Gentner,1
S. Ascac\u00edbar,E. Ins\u00faa,1
B. Pavard,S. Ascac\u00edbar,1
T. Baumgartl,A. Beck,1
E. Ins\u00faa,B. Pavard,1
C. Gentner,B. \u00d6zcan,1
A. Donis,C. Gentner,1
A. Beck,B. Pavard,1
A. Beck,C. Akolo,1
B. Pavard,A. Donis,1
C. Gentner,A. Donis,1
C. Akolo,A. Beck,1
E. Ins\u00faa,H. Badstuber,1
A. Beck,A. Donis,1
C. Gentner,T. Baumgartl,1
A. Donis,C. Akolo,1
