Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
T. Davies,59,0,0,0,1,0,1
C. Tosun,68,0,1,0,0,0,1
G. Sigur\u00f0sson,83,0,0,0,1,0,1
Cuco Martina,90,1,0,0,0,0,1
J. Pickford,90,0,0,1,0,1,0
I. Gueye,90,0,0,0,1,0,1
D. Calvert-Lewin,90,0,1,0,0,0,1
T. Walcott,90,0,1,0,0,0,1
A. Williams,90,1,0,0,0,0,1
M. Keane,90,1,0,0,0,0,1
S. Coleman,90,1,0,0,0,0,1
W. Rooney,31,0,1,0,0,0,1
O. Niasse,22,0,1,0,0,0,1
Y. Bolasie,7,0,0,0,1,0,1
