Source,Target,Weight
Alex Sandro,Douglas Costa,8
Douglas Costa,Alex Sandro,7
A. Barzagli,S. Lichtsteiner,6
S. Lichtsteiner,F. Bernardeschi,6
Alex Sandro,P. Dybala,5
R. Bentancur,Alex Sandro,5
S. Lichtsteiner,D. Rugani,5
S. Khedira,R. Bentancur,5
P. Dybala,S. Khedira,4
D. Rugani,Alex Sandro,4
Alex Sandro,S. Khedira,4
Alex Sandro,R. Bentancur,4
R. Bentancur,A. Barzagli,4
R. Bentancur,S. Khedira,3
R. Bentancur,D. Rugani,3
P. Dybala,Douglas Costa,3
A. Barzagli,Alex Sandro,3
Douglas Costa,R. Bentancur,3
Alex Sandro,A. Barzagli,3
A. Barzagli,P. Dybala,3
P. Dybala,G. Higua\u00edn,3
D. Rugani,S. Lichtsteiner,3
D. Rugani,R. Bentancur,3
P. Dybala,F. Bernardeschi,3
S. Khedira,S. Lichtsteiner,3
F. Bernardeschi,P. Dybala,3
Douglas Costa,A. Barzagli,3
P. Dybala,Alex Sandro,3
A. Barzagli,R. Bentancur,3
S. Lichtsteiner,P. Dybala,2
G. Higua\u00edn,P. Dybala,2
R. Bentancur,G. Higua\u00edn,2
S. Lichtsteiner,G. Higua\u00edn,2
D. Rugani,A. Barzagli,2
P. Dybala,A. Barzagli,2
F. Bernardeschi,S. Lichtsteiner,2
P. Dybala,S. Lichtsteiner,2
Douglas Costa,G. Higua\u00edn,2
Douglas Costa,P. Dybala,2
G. Higua\u00edn,S. Khedira,2
S. Khedira,A. Barzagli,2
S. Khedira,P. Dybala,2
S. Khedira,Douglas Costa,2
A. Barzagli,D. Rugani,2
F. Bernardeschi,S. Khedira,2
G. Higua\u00edn,Alex Sandro,2
Alex Sandro,S. Lichtsteiner,1
G. Higua\u00edn,F. Bernardeschi,1
G. Higua\u00edn,W. Szcz\u0119sny,1
W. Szcz\u0119sny,D. Rugani,1
A. Barzagli,S. Khedira,1
S. Lichtsteiner,S. Khedira,1
S. Lichtsteiner,Douglas Costa,1
Douglas Costa,D. Rugani,1
S. Khedira,W. Szcz\u0119sny,1
F. Bernardeschi,Alex Sandro,1
S. Khedira,G. Higua\u00edn,1
F. Bernardeschi,G. Higua\u00edn,1
A. Barzagli,Douglas Costa,1
P. Dybala,R. Bentancur,1
S. Lichtsteiner,A. Barzagli,1
F. Bernardeschi,Douglas Costa,1
R. Bentancur,S. Lichtsteiner,1
G. Higua\u00edn,Douglas Costa,1
R. Bentancur,P. Dybala,1
P. Dybala,D. Rugani,1
S. Khedira,Alex Sandro,1
G. Higua\u00edn,R. Bentancur,1
D. Rugani,P. Dybala,1
W. Szcz\u0119sny,A. Barzagli,1
F. Bernardeschi,D. Rugani,1
D. Rugani,S. Khedira,1
S. Khedira,D. Rugani,1
D. Rugani,F. Bernardeschi,1
W. Szcz\u0119sny,F. Bernardeschi,1
F. Bernardeschi,A. Barzagli,1
R. Bentancur,Douglas Costa,1
S. Lichtsteiner,W. Szcz\u0119sny,1
Alex Sandro,F. Bernardeschi,1
G. Higua\u00edn,S. Lichtsteiner,1
