Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_both,Foot_left,Foot_right
Ramadan Sobhi,72,0,0,0,1,0,0,1
X. Shaqiri,76,0,0,0,1,0,1,0
B. N'Diaye,90,0,0,0,1,0,0,1
C. Adam,90,0,0,0,1,0,1,0
G. Johnson,90,1,0,0,0,0,0,1
K. Stafylidis,90,1,0,0,0,0,1,0
R. Shawcross,90,1,0,0,0,0,0,1
J. Butland,90,0,0,1,0,0,0,1
P. Crouch,90,0,1,0,0,0,0,1
K. Zouma,90,1,0,0,0,0,0,1
J. Allen,90,0,0,0,1,0,0,1
E. Choupo-Moting,18,0,1,0,0,1,0,0
S. Berahino,14,0,1,0,0,0,0,1
