Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
Joselu,72,0,1,0,0,0,1
I. Hayden,82,0,0,0,1,0,1
M. Ritchie,88,0,0,0,1,1,0
Javi Manquillo,90,1,0,0,0,0,1
C. Mbemba,90,1,0,0,0,0,1
C. Atsu,90,0,0,0,1,1,0
C. Clark,90,1,0,0,0,1,0
Mikel Merino,90,0,0,0,1,1,0
J. Lascelles,90,1,0,0,0,0,1
R. Elliot,90,0,0,1,0,1,0
Ayoze P\u00e9rez,90,0,1,0,0,0,1
A. Mitrovi\u0107,18,0,1,0,0,0,1
M. Diam\u00e9,8,0,0,0,1,0,1
J. Murphy,2,0,0,0,1,0,1
