Source,Target,Weight
M. Ryan,G. Murray,5
L. Dunk,M. Ryan,3
G. Murray,D. Pr\u00f6pper,3
A. Knockaert,P. Gro\u00df,2
D. Pr\u00f6pper,L. Dunk,2
D. Pr\u00f6pper,J. Izquierdo,2
L. Dunk,D. Pr\u00f6pper,2
J. Izquierdo,L. Dunk,2
S. Duffy,M. Ryan,2
G. Bong,P. Gro\u00df,2
G. Bong,J. Izquierdo,2
G. Murray,P. Gro\u00df,2
G. Murray,L. Dunk,2
S. Duffy,E. Schelotto,1
G. Murray,A. Knockaert,1
B. Kayal,S. Duffy,1
E. Schelotto,D. Pr\u00f6pper,1
B. Kayal,M. Ryan,1
D. Pr\u00f6pper,A. Knockaert,1
E. Schelotto,G. Murray,1
A. Knockaert,S. Duffy,1
G. Murray,G. Bong,1
P. Gro\u00df,L. Dunk,1
E. Schelotto,P. Gro\u00df,1
D. Pr\u00f6pper,B. Kayal,1
L. Dunk,S. Duffy,1
D. Pr\u00f6pper,E. Schelotto,1
S. Duffy,A. Knockaert,1
B. Kayal,E. Schelotto,1
B. Kayal,D. Pr\u00f6pper,1
A. Knockaert,D. Pr\u00f6pper,1
E. Schelotto,A. Knockaert,1
L. Dunk,G. Murray,1
P. Gro\u00df,B. Kayal,1
P. Gro\u00df,J. Izquierdo,1
D. Pr\u00f6pper,G. Bong,1
A. Knockaert,E. Schelotto,1
P. Gro\u00df,E. Schelotto,1
P. Gro\u00df,G. Murray,1
J. Izquierdo,D. Pr\u00f6pper,1
E. Schelotto,B. Kayal,1
B. Kayal,A. Knockaert,1
J. Izquierdo,B. Kayal,1
D. Pr\u00f6pper,G. Murray,1
G. Murray,E. Schelotto,1
S. Duffy,G. Bong,1
P. Gro\u00df,G. Bong,1
P. Gro\u00df,A. Knockaert,1
M. Ryan,S. Duffy,1
J. Izquierdo,G. Murray,1
A. Knockaert,B. Kayal,1
E. Schelotto,S. Duffy,1
D. Pr\u00f6pper,P. Gro\u00df,1
