Source,Target,Weight
\u00c9. Barreto,L. Torreira,4
D. Praet,I. Strini\u0107,3
L. Torreira,\u00c9. Barreto,3
J. Sala,M. Silvestre,3
I. Strini\u0107,V. Regini,3
\u00c9. Barreto,F. Quagliarella,2
G. Ram\u00edrez,L. Torreira,2
M. Silvestre,V. Regini,2
V. Regini,D. Praet,2
L. Torreira,J. Sala,2
M. Silvestre,\u00c9. Barreto,2
M. Silvestre,J. Sala,2
I. Strini\u0107,F. Quagliarella,2
D. Praet,V. Regini,2
V. Regini,I. Strini\u0107,2
J. Sala,\u00c9. Barreto,1
F. Quagliarella,L. Torreira,1
D. Zapata,D. Praet,1
D. Praet,L. Torreira,1
D. Zapata,G. Ram\u00edrez,1
\u00c9. Barreto,G. Ram\u00edrez,1
C. Puggioni,D. Praet,1
G. Ram\u00edrez,F. Quagliarella,1
I. Strini\u0107,D. Praet,1
\u00c9. Barreto,J. Sala,1
V. Regini,L. Torreira,1
G. Ram\u00edrez,\u00c9. Barreto,1
F. Quagliarella,\u00c9. Barreto,1
L. Torreira,M. Silvestre,1
J. Sala,F. Quagliarella,1
L. Torreira,C. Puggioni,1
C. Puggioni,M. Silvestre,1
V. Regini,G. Ram\u00edrez,1
D. Praet,G. Ram\u00edrez,1
V. Regini,C. Puggioni,1
M. Silvestre,D. Praet,1
L. Torreira,D. Praet,1
F. Quagliarella,I. Strini\u0107,1
D. Praet,M. Silvestre,1
J. Sala,L. Torreira,1
L. Torreira,G. Ram\u00edrez,1
V. Regini,\u00c9. Barreto,1
V. Regini,M. Silvestre,1
\u00c9. Barreto,V. Regini,1
F. Quagliarella,J. Sala,1
L. Torreira,D. Zapata,1
F. Quagliarella,V. Regini,1
G. Ram\u00edrez,D. Zapata,1
